,SUBJETIVIDADE COMPLEMENTAR,DATA DO FATO,HORA DO FATO,CIDADE DO FATO,BAIRRO DO FATO,SEXO DA VITIMA,COR/RACA DA VITIMA,IDADE DA VITIMA,INSTRUMENTO UTILIZADO,LOCAL DO FATO,data_registro,ID_CONTROLE
1204.0,CVLI,Homicídio,16/06/2012,05:00,Senador Rui Palmeira,Centro,Masculino,Parda,74.0,BRANCA,Via Pública,2012-06-16 05:00:00,
1205.0,CVLI,Homicídio,15/06/2013,14:30,Maceió,Levada,Masculino,Parda,41.0,PAF,Via Pública,2013-06-15 14:30:00,
1207.0,CVLI,Homicídio,16/06/2012,11:00,Atalaia,Zona Rural,Masculino,Parda,17.0,PAF,Cova Rasa,2012-06-16 11:00:00,
1208.0,CVLI,Homicídio,16/06/2012,11:00,Atalaia,Zona Rural,Masculino,Parda,17.0,PAF,Cova Rasa,2012-06-16 11:00:00,
1209.0,CVLI,Roubo com Resultado Morte,27/03/2012,23:00,Matriz de Camaragibe,Zona Rural,Masculino,NI,15.0,PAF,Via Pública,2012-03-27 23:00:00,
1210.0,CVLI,Homicídio,28/03/2012,11:10,Maceió,Trapiche da Barra,Masculino,NI,22.0,PAF,Via Pública,2012-03-28 11:10:00,
1211.0,CVLI,Homicídio,28/03/2012,18:30,Maragogi,Centro,Masculino,Parda,41.0,BRANCA,Via Pública,2012-03-28 18:30:00,
1212.0,CVLI,Homicídio,28/03/2012,21:00,Boca da Mata,Centro,Masculino,Parda,29.0,PAF,Via Pública,2012-03-28 21:00:00,
1213.0,CVLI,Homicídio,29/03/2012,11:00,Matriz de Camaragibe,Centro,Masculino,Parda,29.0,PAF,Via Pública,2012-03-29 11:00:00,
1214.0,CVLI,Homicídio,29/03/2012,18:00,União dos Palmares,Zona Rural,Masculino,Parda,16.0,PAF,Via Pública,2012-03-29 18:00:00,
1215.0,CVLI,Homicídio,31/03/2012,11:24,Coruripe,Centro,Masculino,NI,,PAF,,2012-03-31 11:24:00,
1216.0,CVLI,Homicídio,19/06/2012,08:20,Maceió,Canaã,Masculino,Preta,19.0,PAF,Próximo de Casa,2012-06-19 08:20:00,
1217.0,CVLI,Homicídio,19/06/2012,08:20,Maceió,Canaã,Masculino,Parda,19.0,PAF,Via Pública,2012-06-19 08:20:00,
1218.0,CVLI,Homicídio,19/06/2012,16:00,Coruripe,Centro,Masculino,Parda,30.0,PAF,Via Pública,2012-06-19 16:00:00,
1219.0,CVLI,Roubo com Resultado Morte,19/06/2012,10:30,Teotônio Vilela,Zona Rural,Masculino,Parda,45.0,BRANCA,Via Pública,2012-06-19 10:30:00,
1220.0,CVLI,Homicídio,19/06/2012,20:00,Porto Calvo,Zona Rural,Masculino,Parda,32.0,PAF,Dentro de Casa,2012-06-19 20:00:00,
1221.0,CVLI,Homicídio,12/05/2012,20:00,Maceió,Clima Bom,Masculino,Parda,19.0,PAF,Local de Trabalho,2012-05-12 20:00:00,
1222.0,CVLI,Roubo com Resultado Morte,19/06/2012,23:00,Rio Largo,Centro,Masculino,Parda,47.0,BRANCA,Dentro de Casa,2012-06-19 23:00:00,
1223.0,CVLI,Homicídio,15/03/2012,05:30,Arapiraca,Cacimbas,Masculino,NI,,PAF,Via Pública,2012-03-15 05:30:00,
1224.0,CVLI,Homicídio,16/03/2012,01:30,Branquinha,Centro,Masculino,Parda,38.0,PAF,Local de Trabalho,2012-03-16 01:30:00,
1225.0,CVLI,Homicídio,16/03/2012,14:50,Maceió,São Jorge,Masculino,NI,28.0,PAF/B,Porta de Casa,2012-03-16 14:50:00,
1226.0,CVLI,Homicídio,17/03/2012,15:00,Penedo,Zona Rural,Masculino,Parda,,BRANCA,Plantação,2012-03-17 15:00:00,
1227.0,CVLI,Homicídio,20/06/2012,11:00,Maceió,Jacintinho,Masculino,Preta,34.0,PAF,Interior de Veículo,2012-06-20 11:00:00,
1228.0,CVLI,Homicídio,20/06/2012,17:00,Marechal Deodoro,Centro,Masculino,Parda,24.0,PAF,Via Pública,2012-06-20 17:00:00,
1229.0,CVLI,Homicídio,19/06/2012,12:30,Delmiro Gouveia,Zona Rural,Masculino,Parda,24.0,PAF,Dentro de Casa,2012-06-19 12:30:00,
1230.0,CVLI,Homicídio,20/06/2012,18:00,Joaquim Gomes,Centro,Masculino,Parda,24.0,PAF,Dentro de Casa,2012-06-20 18:00:00,
1231.0,CVLI,Homicídio,21/06/2012,05:00,União dos Palmares,Roberto Correia de Araújo,Masculino,Branca,27.0,PAF/B,Via Pública,2012-06-21 05:00:00,
49983.0,CVLI,Homicídio,02/09/2022,22:33,Maceió,Vergel do Lago,Masculino,Preta,21.0,PAF,Porta de Casa,2022-09-02 22:33:00,
1236.0,CVLI,Homicídio,23/03/2012,19:00,Taquarana,Zona Rural,Masculino,Parda,25.0,PAF,Via Pública,2012-03-23 19:00:00,
1237.0,CVLI,Homicídio,24/03/2012,13:40,Igaci,Zona Rural,Masculino,NI,,NI,,2012-03-24 13:40:00,
1238.0,CVLI,Homicídio,24/03/2012,18:00,Cajueiro,Centro,Feminino,Parda,47.0,PAF,Próximo de Casa,2012-03-24 18:00:00,
1239.0,CVLI,Homicídio,21/06/2012,17:05,Maceió,Cidade Universitária,Masculino,Parda,43.0,PAF,Próximo de Casa,2012-06-21 17:05:00,
54231.0,CVLI,Homicídio,02/09/2023,11:34,Maceió,Benedito Bentes,Masculino,Branca,27.0,PAF,Dentro de Casa,2023-09-02 11:34:00,
1241.0,CVLI,Homicídio,24/06/2012,20:50,Maceió,Jacintinho,Masculino,NI,22.0,PAF,Via Pública,2012-06-24 20:50:00,
1242.0,CVLI,Homicídio,24/06/2012,23:30,Atalaia,Zona Rural,Masculino,Parda,15.0,BRANCA,Margem de Rio,2012-06-24 23:30:00,
1243.0,CVLI,Homicídio,25/06/2012,09:00,Marechal Deodoro,Centro,Masculino,Parda,33.0,PAF,Dentro de Casa,2012-06-25 09:00:00,
1244.0,CVLI,Homicídio,24/06/2012,23:45,Coruripe,Centro,Masculino,Parda,21.0,PAF,Próximo de Casa,2012-06-24 23:45:00,
1245.0,CVLI,Homicídio,25/06/2012,16:30,Maceió,Tabuleiro do Martins,Feminino,Parda,19.0,PAF,Porta de Casa,2012-06-25 16:30:00,
1246.0,CVLI,Homicídio,25/06/2012,16:30,Satuba,Centro,Masculino,Parda,28.0,PAF,Porta de Casa,2012-06-25 16:30:00,
1247.0,CVLI,Homicídio,25/06/2012,16:30,Satuba,Centro,Masculino,Parda,22.0,PAF,Porta de Casa,2012-06-25 16:30:00,
1248.0,CVLI,Homicídio,16/06/2012,19:30,São Miguel dos Campos,Centro,Masculino,Parda,40.0,PAF,Via Pública,2012-06-16 19:30:00,
1252.0,CVLI,Homicídio,25/06/2012,20:00,Viçosa,Centro,Masculino,Branca,21.0,PAF,Via Pública,2012-06-25 20:00:00,
2112.0,CVLI,Homicídio,02/10/2012,20:05,Maceió,Vergel do Lago,Masculino,Parda,17.0,PAF,Via Pública,2012-10-02 20:05:00,
1255.0,CVLI,Homicídio,24/06/2012,19:40,Rio Largo,Centro,Masculino,Parda,50.0,PAF,Via Pública,2012-06-24 19:40:00,
1256.0,CVLI,Homicídio,23/06/2012,02:00,Igaci,Zona Rural,Masculino,Parda,26.0,PAF,Via Pública,2012-06-23 02:00:00,
1257.0,CVLI,Roubo com Resultado Morte,23/06/2012,13:10,Maceió,Levada,Masculino,Parda,40.0,BRANCA,Via Pública,2012-06-23 13:10:00,
1258.0,CVLI,Homicídio,23/06/2012,20:00,Marechal Deodoro,Centro,Masculino,Parda,19.0,PAF,Próximo de Casa,2012-06-23 20:00:00,
1259.0,CVLI,Homicídio,23/06/2012,20:30,Coqueiro Seco,Centro,Masculino,NI,26.0,PAF,Via Pública,2012-06-23 20:30:00,
1260.0,CVLI,Homicídio,23/06/2012,21:30,Maceió,Pajuçara,Masculino,Parda,24.0,PAF,Via Pública,2012-06-23 21:30:00,
6024.0,CVLI,Homicídio,02/10/2013,08:00,Maceió,Benedito Bentes,Feminino,Parda,4.0,ASFIXIA MECÂNICA,Dentro de Casa,2013-10-02 08:00:00,
1263.0,CVLI,Homicídio,21/06/2012,22:40,Maceió,Jacintinho,Masculino,NI,19.0,PAF,Interior de Veículo,2012-06-21 22:40:00,
1264.0,CVLI,Homicídio,12/06/2012,17:30,São Luís do Quitunde,Zona Rural,Masculino,Parda,57.0,PAF,Via Pública,2012-06-12 17:30:00,
1267.0,CVLI,Homicídio,21/06/2012,21:50,Ibateguara,Centro,Masculino,Parda,15.0,PAF,Via Pública,2012-06-21 21:50:00,
1268.0,CVLI,Homicídio,25/03/2012,18:20,Piaçabuçu,Centro,Masculino,NI,74.0,BRANCA,Via Pública,2012-03-25 18:20:00,
1269.0,CVLI,Homicídio,27/03/2012,07:15,São Luís do Quitunde,Centro,Feminino,NI,23.0,NI,Via Pública,2012-03-27 07:15:00,
1270.0,CVLI,Homicídio,28/03/2012,06:30,São Miguel dos Milagres,Zona Rural,Masculino,Parda,15.0,PAF,Local Público,2012-03-28 06:30:00,
1271.0,CVLI,Homicídio,28/03/2012,14:30,Teotônio Vilela,Zona Rural,Masculino,NI,,PAF,Vegetação,2012-03-28 14:30:00,
1272.0,CVLI,Roubo com Resultado Morte,30/03/2012,09:00,Rio Largo,Zona Rural,Masculino,Parda,44.0,PAF,Vegetação,2012-03-30 09:00:00,
1273.0,CVLI,Roubo com Resultado Morte,30/03/2012,09:00,Rio Largo,Zona Rural,Masculino,Parda,40.0,PAF,Vegetação,2012-03-30 09:00:00,
10512.0,CVLI,Homicídio,02/11/2014,20:54,Maceió,Benedito Bentes,Masculino,Parda,31.0,ESPANCAMENTO,Imediações de Casa,2014-11-02 20:54:00,
1275.0,CVLI,Homicídio,22/06/2012,19:00,São Miguel dos Campos,Centro,Masculino,Branca,18.0,PAF,Via Pública,2012-06-22 19:00:00,
1276.0,CVLI,Homicídio,23/06/2012,23:00,Passo de Camaragibe,Centro,Masculino,Parda,22.0,PAF,Via Pública,2012-06-23 23:00:00,
1277.0,CVLI,Homicídio,24/06/2012,02:30,Maceió,Jacintinho,Masculino,Parda,22.0,BRANCA,Via Pública,2012-06-24 02:30:00,
1278.0,CVLI,Homicídio,23/06/2012,03:00,Inhapi,Zona Rural,Masculino,Parda,31.0,PAF,Próximo de Casa,2012-06-23 03:00:00,
1279.0,CVLI,Homicídio,24/06/2012,02:00,Maceió,Cidade Universitária,Masculino,Parda,32.0,PAF,Via Pública,2012-06-24 02:00:00,
1280.0,CVLI,Homicídio,24/06/2012,03:40,Pilar,Centro,Masculino,Parda,17.0,PAF,Via Pública,2012-06-24 03:40:00,
1281.0,CVLI,Homicídio,24/06/2012,04:20,Palmeira dos Índios,Centro,Masculino,Branca,20.0,PAF,Via Pública,2012-06-24 04:20:00,
14395.0,CVLI,Homicídio,02/11/2015,09:50,Maceió,Vergel do Lago,Masculino,Parda,23.0,BRANCA,Dentro de Casa,2015-11-02 09:50:00,
1283.0,CVLI,Homicídio,22/06/2012,22:00,Maravilha,Zona Rural,Masculino,Parda,33.0,BRANCA,Via Pública,2012-06-22 22:00:00,
1284.0,CVLI,Homicídio,23/06/2012,16:30,Santana do Ipanema,Centro,Masculino,Branca,26.0,PAF,Dentro de Casa,2012-06-23 16:30:00,
1285.0,CVLI,Homicídio,23/06/2012,19:00,Murici,Centro,Masculino,Branca,28.0,PAF,Via Pública,2012-06-23 19:00:00,
1286.0,CVLI,Homicídio,24/06/2012,03:00,Santana do Ipanema,Zona Rural,Masculino,Branca,46.0,ESPANCAMENTO,Via Pública,2012-06-24 03:00:00,
40824.0,CVLI,Homicídio,02/11/2020,17:50,Maceió,Benedito Bentes,Masculino,Branca,21.0,PAF,Imediações de Casa,2020-11-02 17:50:00,
1295.0,CVLI,Homicídio,26/06/2012,14:30,Campo Alegre,Zona Rural,Masculino,Branca,18.0,PAF,Via Pública,2012-06-26 14:30:00,
1296.0,CVLI,Homicídio,26/06/2012,19:30,Maceió,Petrópolis,Masculino,Parda,22.0,PAF,Dentro de Casa,2012-06-26 19:30:00,
1297.0,CVLI,Homicídio,26/06/2012,22:45,Rio Largo,Tabuleiro do Pinto,Masculino,Parda,35.0,PAF,Porta de Casa,2012-06-26 22:45:00,
1298.0,CVLI,Homicídio,27/06/2012,00:36,Flexeiras,Centro,Masculino,Parda,22.0,PAF,Via Pública,2012-06-27 00:36:00,
1299.0,CVLI,Homicídio,24/06/2012,01:30,Colônia Leopoldina,Zona Rural,Masculino,Parda,42.0,PAF,Via Pública,2012-06-24 01:30:00,
1303.0,CVLI,Homicídio,02/07/2012,18:40,Maceió,Canaã,Feminino,Parda,47.0,PAF,Imediações de Casa,2012-07-02 18:40:00,
2726.0,CVLI,Homicídio,02/12/2012,13:00,Maceió,Vergel do Lago,Masculino,Parda,23.0,PAF,Próximo de Casa,2012-12-02 13:00:00,
1306.0,CVLI,Homicídio,30/06/2012,18:00,Marechal Deodoro,Zona Rural,Masculino,Parda,21.0,BRANCA,Vegetação,2012-06-30 18:00:00,
1307.0,CVLI,Homicídio,30/06/2012,01:40,Matriz de Camaragibe,Centro,Masculino,Preta,18.0,PAF,Via Pública,2012-06-30 01:40:00,
1312.0,CVLI,Homicídio,30/06/2012,20:30,Maceió,Tabuleiro do Martins,Masculino,Parda,25.0,PAF,Próximo de Casa,2012-06-30 20:30:00,
6782.0,CVLI,Homicídio,02/12/2013,22:03,Maceió,Vergel do Lago,Masculino,Parda,15.0,PAF,Via Pública,2013-12-02 22:03:00,
1315.0,CVLI,Roubo com Resultado Morte,29/06/2012,03:34,Maceió,Santos Dumont,Masculino,Parda,36.0,PAF,Via Pública,2012-06-29 03:34:00,
1316.0,CVLI,Homicídio,30/06/2012,05:00,Campestre,Centro,Masculino,Parda,21.0,PAF,Via Pública,2012-06-30 05:00:00,
1317.0,CVLI,Homicídio,01/07/2012,03:00,Piranhas,Zona Rural,Masculino,Parda,37.0,PAF,Próximo de Casa,2012-07-01 03:00:00,
1318.0,CVLI,Homicídio,01/07/2012,10:00,Pilar,Chã do Pilar,Masculino,Parda,19.0,PAF,Próximo de Casa,2012-07-01 10:00:00,
1319.0,CVLI,Homicídio,01/07/2012,11:30,Santana do Ipanema,Centro,Feminino,Parda,62.0,BRANCA,Próximo de Casa,2012-07-01 11:30:00,
1320.0,CVLI,Homicídio,01/07/2012,09:00,Atalaia,Zona Rural,Masculino,Branca,35.0,PAF,Vegetação,2012-07-01 09:00:00,
1321.0,CVLI,Homicídio,01/07/2012,14:00,Arapiraca,Zona Rural Leste,Masculino,Parda,22.0,PAF,Bar,2012-07-01 14:00:00,
1324.0,CVLI,Homicídio,01/07/2012,19:40,Rio Largo,Centro,Feminino,Parda,34.0,PAF,Porta de Casa,2012-07-01 19:40:00,
1325.0,CVLI,Homicídio,01/07/2012,19:30,Palmeira dos Índios,Vila Maria,Masculino,NI,28.0,PAF,Bar,2012-07-01 19:30:00,
1326.0,CVLI,Homicídio,01/07/2012,12:30,Flexeiras,Zona Rural,Masculino,Branca,21.0,PAF,Via Pública,2012-07-01 12:30:00,
1327.0,CVLI,Homicídio,02/07/2012,08:00,Jacuípe,Zona Rural,Masculino,Parda,34.0,BRANCA,,2012-07-02 08:00:00,
1328.0,CVLI,Homicídio,02/07/2012,15:30,Maceió,Ponta Grossa,Masculino,Parda,27.0,PAF,Via Pública,2012-07-02 15:30:00,
1330.0,CVLI,Homicídio,29/06/2012,13:30,Maceió,Santa Lúcia,Masculino,Parda,22.0,PAF,Próximo de Casa,2012-06-29 13:30:00,
1331.0,CVLI,Homicídio,29/06/2012,14:34,Maceió,Jatiúca,Masculino,Parda,31.0,PAF,Interior de Veículo,2012-06-29 14:34:00,
1332.0,CVLI,Homicídio,29/06/2012,14:30,Maceió,Jatiúca,Feminino,Parda,24.0,PAF,Interior de Veículo,2012-06-29 14:30:00,
1335.0,CVLI,Homicídio,29/06/2012,18:30,Rio Largo,Mata do Rolo,Masculino,NI,36.0,PAF,Porta de Casa,2012-06-29 18:30:00,
1336.0,CVLI,Homicídio,29/06/2012,19:30,Maceió,Jacintinho,Masculino,Parda,26.0,PAF,Via Pública,2012-06-29 19:30:00,
1337.0,CVLI,Homicídio,29/06/2012,18:00,Maragogi,Zona Rural,Masculino,Parda,,PAF,Via Pública,2012-06-29 18:00:00,
1338.0,CVLI,Homicídio,29/06/2012,18:00,São José da Tapera,Zona Rural,Masculino,NI,45.0,PAF,Via Pública,2012-06-29 18:00:00,
1340.0,CVLI,Homicídio,28/06/2012,21:40,Igreja Nova,Zona Rural,Masculino,Parda,45.0,PAF,Via Pública,2012-06-28 21:40:00,
1341.0,CVLI,Homicídio,01/07/2012,16:00,Arapiraca,Zona Rural Leste,Masculino,Parda,61.0,PAF,Próximo de Casa,2012-07-01 16:00:00,
1342.0,CVLI,Homicídio,28/06/2012,18:30,Maceió,Poço,Masculino,Parda,19.0,PAF,Via Pública,2012-06-28 18:30:00,
1343.0,CVLI,Homicídio,28/06/2012,18:00,Arapiraca,Jardim Esperança,Feminino,Parda,30.0,PAF,Salão de Beleza,2012-06-28 18:00:00,
1344.0,CVLI,Homicídio,28/06/2012,20:50,Maceió,Antares,Masculino,Branca,18.0,PAF,Via Pública,2012-06-28 20:50:00,
1345.0,CVLI,Homicídio,28/06/2012,20:50,Maceió,Antares,Masculino,Parda,21.0,PAF,Via Pública,2012-06-28 20:50:00,
1346.0,CVLI,Homicídio,28/06/2012,22:00,Maceió,Jacintinho,Masculino,NI,31.0,PAF,Via Pública,2012-06-28 22:00:00,
1347.0,CVLI,Homicídio,29/06/2012,04:30,Porto Calvo,Centro,Masculino,Parda,19.0,PAF,Via Pública,2012-06-29 04:30:00,
1349.0,CVLI,Homicídio,29/06/2012,10:40,Coruripe,Zona Rural,Masculino,NI,,PAF,Via Pública,2012-06-29 10:40:00,
1350.0,CVLI,Homicídio,27/06/2012,04:00,Penedo,Zona Rural,Masculino,Parda,44.0,ESPANCAMENTO,Via Pública,2012-06-27 04:00:00,
1351.0,CVLI,Homicídio,27/06/2012,10:30,Maceió,Cidade Universitária,Masculino,Parda,23.0,PAF,Próximo de Casa,2012-06-27 10:30:00,
1352.0,CVLI,Homicídio,27/06/2012,07:30,Matriz de Camaragibe,Centro,Masculino,Parda,25.0,PAF,Via Pública,2012-06-27 07:30:00,
1353.0,CVLI,Homicídio,27/06/2012,09:45,Quebrangulo,Centro,Masculino,Branca,41.0,BRANCA,Via Pública,2012-06-27 09:45:00,
1357.0,CVLI,Homicídio,26/06/2012,19:20,Delmiro Gouveia,Centro,Masculino,Parda,21.0,PAF,Via Pública,2012-06-26 19:20:00,
1359.0,CVLI,Homicídio,28/06/2012,11:15,Teotônio Vilela,Zona Rural,Masculino,Parda,22.0,PAF,Via Pública,2012-06-28 11:15:00,
1361.0,CVLI,Homicídio,03/07/2012,06:00,Pilar,Chã do Pilar,Masculino,Parda,20.0,BRANCA,Imediações de Casa,2012-07-03 06:00:00,
1362.0,CVLI,Homicídio,03/07/2012,19:00,São Miguel dos Campos,Centro,Masculino,Parda,26.0,PAF,Dentro de Casa,2012-07-03 19:00:00,
1365.0,CVLI,Homicídio,04/07/2012,14:00,Arapiraca,Planalto,Masculino,Parda,15.0,PAF,Porta de Casa,2012-07-04 14:00:00,
1366.0,CVLI,Homicídio,30/06/2012,04:00,Olivença,Zona Rural,Masculino,Parda,40.0,BRANCA,Dentro de Casa,2012-06-30 04:00:00,
1369.0,CVLI,Homicídio,04/07/2012,14:30,Maravilha,Centro,Masculino,Parda,38.0,PAF,Porta de Casa,2012-07-04 14:30:00,
1370.0,CVLI,Homicídio,05/07/2012,18:50,Ibateguara,Zona Rural,Masculino,Parda,34.0,PAF,Via Pública,2012-07-05 18:50:00,
1371.0,CVLI,Homicídio,06/07/2012,01:00,Rio Largo,Mata do Rolo,Masculino,Parda,21.0,PAF/B,Imediações de Casa,2012-07-06 01:00:00,
1372.0,CVLI,Homicídio,06/07/2012,04:10,Marechal Deodoro,Zona Rural,Masculino,Parda,49.0,BRANCA,Casa de Amigo,2012-07-06 04:10:00,
1373.0,CVLI,Homicídio,04/07/2012,20:06,Maceió,Tabuleiro do Martins,Masculino,NI,,PAF,Via Pública,2012-07-04 20:06:00,
1374.0,CVLI,Homicídio,29/06/2012,03:50,Maceió,Ponta Grossa,Masculino,Branca,47.0,PAF,Táxi,2012-06-29 03:50:00,
1375.0,CVLI,Homicídio,08/07/2012,05:30,Mata Grande,Centro,Masculino,Parda,33.0,BRANCA,Casa de Amigo,2012-07-08 05:30:00,
1377.0,CVLI,Homicídio,08/07/2012,13:50,Maceió,Jacintinho,Masculino,Parda,19.0,PAF,Terreno Baldio,2012-07-08 13:50:00,
1378.0,CVLI,Homicídio,08/07/2012,08:00,Coruripe,Centro,Masculino,Parda,25.0,PAF,Via Pública,2012-07-08 08:00:00,
14705.0,CVLI,Homicídio,02/12/2015,19:45,Maceió,Benedito Bentes,Masculino,Parda,14.0,PAF,,2015-12-02 19:45:00,
1380.0,CVLI,Homicídio,08/07/2012,17:30,Maceió,Riacho Doce,Masculino,Branca,19.0,PAF,Local de Trabalho,2012-07-08 17:30:00,
1381.0,CVLI,Homicídio,07/07/2012,23:00,União dos Palmares,Zona Rural,Masculino,Parda,40.0,PAF/B,Próximo de Casa,2012-07-07 23:00:00,
1382.0,CVLI,Homicídio,08/07/2012,18:00,Teotônio Vilela,Centro,Masculino,Parda,19.0,PAF,Via Pública,2012-07-08 18:00:00,
1383.0,CVLI,Homicídio,08/07/2012,20:00,Boca da Mata,Centro,Masculino,Parda,26.0,BRANCA,Via Pública,2012-07-08 20:00:00,
1386.0,CVLI,Homicídio,08/07/2012,21:00,Flexeiras,Zona Rural,Feminino,Parda,31.0,ATROPELAMENTO,Via Pública,2012-07-08 21:00:00,
1388.0,CVLI,Homicídio,08/07/2012,06:30,Maceió,Poço,Masculino,NI,53.0,BRANCA,Porta de Casa,2012-07-08 06:30:00,
1391.0,CVLI,Homicídio,04/07/2012,15:50,Major Isidoro,Centro,Masculino,Preta,19.0,PAF,Dentro de Casa,2012-07-04 15:50:00,
1393.0,CVLI,Homicídio,06/07/2012,22:00,Maceió,Cidade Universitária,Masculino,Parda,16.0,PAF,Via Pública,2012-07-06 22:00:00,
1394.0,CVLI,Homicídio,06/07/2012,23:30,Maceió,Feitosa,Masculino,Parda,15.0,PAF,Terreno Baldio,2012-07-06 23:30:00,
1395.0,CVLI,Homicídio,06/07/2012,22:30,Ibateguara,Centro,Masculino,Preta,30.0,BRANCA,Via Pública,2012-07-06 22:30:00,
1396.0,CVLI,Homicídio,06/07/2012,13:20,São Miguel dos Milagres,Centro,Masculino,Parda,23.0,ESPANCAMENTO,Via Pública,2012-07-06 13:20:00,
1399.0,CVLI,Homicídio,07/07/2012,11:00,Branquinha,Zona Rural,Masculino,Preta,36.0,PAF,Via Pública,2012-07-07 11:00:00,
1400.0,CVLI,Homicídio,05/07/2012,05:00,União dos Palmares,Zona Rural,Feminino,Parda,21.0,PAF,Rio,2012-07-05 05:00:00,
1401.0,CVLI,Homicídio,07/07/2012,17:00,Maribondo,Zona Rural,Masculino,Parda,37.0,PAF,Interior de Veículo,2012-07-07 17:00:00,
1402.0,CVLI,Homicídio,07/07/2012,18:50,Maceió,Trapiche da Barra,Masculino,Parda,25.0,PAF,Via Pública,2012-07-07 18:50:00,
1405.0,CVLI,Homicídio,07/07/2012,20:30,Maragogi,Centro,Masculino,Parda,32.0,PAF,Via Pública,2012-07-07 20:30:00,
1406.0,CVLI,Homicídio,07/07/2012,22:00,Maceió,Santa Lúcia,Masculino,Parda,27.0,PAF,Porta de Casa,2012-07-07 22:00:00,
1408.0,CVLI,Homicídio,08/07/2012,15:00,Delmiro Gouveia,Zona Rural,Masculino,Parda,20.0,PAF,Via Pública,2012-07-08 15:00:00,
1409.0,CVLI,Homicídio,09/07/2012,11:30,Maceió,Trapiche da Barra,Masculino,Parda,15.0,PAF,Próximo de Casa,2012-07-09 11:30:00,
1411.0,CVLI,Homicídio,09/07/2012,06:40,Piaçabuçu,Zona Rural,Masculino,Branca,36.0,PAF,Porta de Casa,2012-07-09 06:40:00,
,CVLI,Homicídio,29/05/2012,18:30,Maceió,Mutange,Masculino,Parda,12.0,PAF,Via Pública,2012-05-29 18:30:00,1.0
,CVLI,Homicídio,01/01/2012,09:00,Maceió,Benedito Bentes,Masculino,NI,45.0,NI,Imediações de Casa,2012-01-01 09:00:00,32.0
,CVLI,Homicídio,29/05/2012,21:00,São Miguel dos Campos,Centro,Masculino,Parda,19.0,PAF,Via Pública,2012-05-29 21:00:00,3.0
,CVLI,Homicídio,01/02/2012,03:00,Atalaia,Zona Rural,Masculino,NI,18.0,PAF,Via Pública,2012-02-01 03:00:00,5.0
,CVLI,Homicídio,28/05/2012,11:00,Maceió,Cruz das Almas,Masculino,Parda,25.0,PAF,Porta de Casa,2012-05-28 11:00:00,7.0
,CVLI,Homicídio,01/01/2013,13:00,Maceió,Vergel do Lago,Masculino,Parda,21.0,PAF,Via Pública,2013-01-01 13:00:00,2991.0
,CVLI,Homicídio,26/05/2012,20:30,Santana do Ipanema,Zona Rural,Masculino,Parda,38.0,PAF,Local Público,2012-05-26 20:30:00,9.0
,CVLI,Homicídio,28/05/2012,21:10,Joaquim Gomes,Zona Rural,Masculino,Parda,23.0,PAF,Próximo de Casa,2012-05-28 21:10:00,10.0
,CVLI,Roubo com Resultado Morte,14/05/2012,10:30,Maceió,Centro,Masculino,Parda,52.0,PAF,Via Pública,2012-05-14 10:30:00,11.0
,CVLI,Homicídio,28/05/2012,00:00,Coruripe,Zona Rural,Masculino,Parda,22.0,PAF,Vegetação,2012-05-28 00:00:00,12.0
,CVLI,Homicídio,28/05/2012,00:00,Coruripe,Zona Rural,Masculino,Parda,20.0,PAF,Vegetação,2012-05-28 00:00:00,13.0
,CVLI,Homicídio,30/05/2012,00:20,Maceió,Jacintinho,Feminino,Parda,19.0,PAF,Via Pública,2012-05-30 00:20:00,15.0
,CVLI,Homicídio,30/05/2012,16:20,Rio Largo,Tabuleiro do Pinto,Masculino,Parda,22.0,PAF,Próximo de Casa,2012-05-30 16:20:00,16.0
,CVLI,Homicídio,30/05/2012,18:00,Rio Largo,Mata do Rolo,Masculino,Parda,31.0,PAF,Dentro de Casa,2012-05-30 18:00:00,17.0
,CVLI,Homicídio,30/05/2012,21:20,Maceió,Rio Novo,Masculino,Parda,19.0,PAF,Próximo de Casa,2012-05-30 21:20:00,18.0
,CVLI,Homicídio,31/05/2012,04:30,Maceió,Cidade Universitária,Masculino,Parda,25.0,ESPANCAMENTO,Próximo de Casa,2012-05-31 04:30:00,19.0
,CVLI,Homicídio,30/05/2012,22:30,Coruripe,Centro,Masculino,Parda,30.0,PAF,Via Pública,2012-05-30 22:30:00,20.0
,CVLI,Homicídio,30/05/2012,15:30,União dos Palmares,Zona Rural,Masculino,Branca,40.0,PAF,Via Pública,2012-05-30 15:30:00,21.0
,CVLI,Homicídio,31/05/2012,15:50,Atalaia,Centro,Masculino,Parda,21.0,PAF,Via Pública,2012-05-31 15:50:00,22.0
,CVLI,Roubo com Resultado Morte,31/05/2012,18:20,Messias,Centro,Feminino,Parda,40.0,PAF,Interior de Microônibus,2012-05-31 18:20:00,23.0
,CVLI,Homicídio,30/05/2012,12:35,Coruripe,Zona Rural,Masculino,Parda,23.0,PAF,Via Pública,2012-05-30 12:35:00,24.0
,CVLI,Homicídio,01/01/2012,01:00,Ouro Branco,Centro,Feminino,Parda,56.0,ESPANCAMENTO,Vegetação,2012-01-01 01:00:00,26.0
,CVLI,Homicídio,01/01/2012,02:45,Porto Calvo,Centro,Masculino,Parda,17.0,BRANCA,Via Pública,2012-01-01 02:45:00,27.0
