D_CONTROLE,SUBJETIVIDADE,SUBJETIVIDADE COMPLEMENTAR,DATA DO FATO,HORA DO FATO,CIDADE DO FATO,BAIRRO DO FATO,SEXO DA VITIMA,COR/RACA DA VITIMA,IDADE DA VITIMA,INSTRUMENTO UTILIZADO,LOCAL DO FATO
975,CVLI,Homicídio,01/06/2012,05:00,Piranhas,Zona Rural,Masculino,Parda,43,PAF/B,Via Pública
977,CVLI,Homicídio,03/06/2012,18:30,Maceió,Feitosa,Masculino,NI,24,PAF,Via Pública
978,CVLI,Homicídio,03/06/2012,16:30,Maceió,Bebedouro,Masculino,Parda,32,PAF,Bar
979,CVLI,Homicídio,02/06/2012,19:50,Palmeira dos Índios,Vila Nova,Masculino,Parda,18,BRANCA,Via Pública
980,CVLI,Homicídio,03/06/2012,00:10,Arapiraca,Planalto,Masculino,Parda,20,PAF,Via Pública
981,CVLI,Homicídio,04/06/2012,01:30,Pilar,Chã do Pilar,Masculino,Parda,40,PAF,Local de Trabalho
982,CVLI,Homicídio,03/06/2012,10:00,Marechal Deodoro,Zona Rural,Masculino,Parda,25,ESPANCAMENTO,Via Pública
983,CVLI,Homicídio,31/05/2012,11:00,Santana do Ipanema,Centro,Feminino,Parda,24,BRANCA,Dentro de Casa
984,CVLI,Homicídio,02/06/2012,12:00,Piranhas,Zona Rural,Masculino,Parda,48,PAF,Próximo de Casa
985,CVLI,Homicídio,03/06/2012,22:00,Palmeira dos Índios,Ribeira,Masculino,Parda,20,PAF,Via Pública
986,CVLI,Homicídio,03/06/2012,23:45,Maceió,Garça Torta,Masculino,Parda,28,PAF,Via Pública
987,CVLI,Homicídio,26/05/2012,21:30,Maceió,Ponta Grossa,Masculino,NI,18,PAF,Via Pública
1000,CVLI,Homicídio,03/06/2012,23:00,Maceió,Jacintinho,Masculino,Parda,30,PAF,Via Pública
1001,CVLI,Homicídio,04/06/2012,01:00,Maceió,Trapiche da Barra,Masculino,Parda,16,PAF,Via Pública
1002,CVLI,Homicídio,03/06/2012,21:20,União dos Palmares,Zona Rural,Masculino,Preta,26,PAF,Via Pública
1005,CVLI,Homicídio,03/06/2012,00:00,Olho d Água das Flores,Zona Rural,Masculino,Parda,23,PAF,Via Pública
1006,CVLI,Homicídio,01/06/2012,23:00,Porto Calvo,Centro,Masculino,Parda,23,PAF,Dentro de Casa
1007,CVLI,Homicídio,01/06/2012,23:00,Porto Calvo,Centro,Masculino,Parda,16,PAF,Dentro de Casa
1008,CVLI,Homicídio,02/06/2012,04:30,Maceió,Cidade Universitária,Masculino,Branca,34,PAF,Via Pública
1009,CVLI,Roubo com Resultado Morte,02/06/2012,08:00,Maceió,Jacintinho,Masculino,Parda,55,ASFIXIA MECÂNICA,Local de Trabalho
1010,CVLI,Homicídio,02/06/2012,16:30,Maceió,Tabuleiro do Martins,Masculino,Parda,21,PAF,Próximo de Casa
1011,CVLI,Homicídio,02/06/2012,19:40,Maceió,Santos Dumont,Masculino,Parda,14,PAF,Via Pública
1012,CVLI,Homicídio,02/06/2012,19:40,Maceió,Santos Dumont,Masculino,Parda,18,PAF,Via Pública
1013,CVLI,Homicídio,02/06/2012,08:00,Pilar,Chã do Pilar,Masculino,NI,20,BRANCA,Dentro de Casa
1014,CVLI,Homicídio,01/06/2012,18:00,Pilar,Chã do Pilar,Masculino,Parda,12,ESPANCAMENTO,Vegetação
1015,CVLI,Homicídio,03/06/2012,14:40,Pilar,Chã do Pilar,Masculino,Parda,22,PAF,Via Pública
1016,CVLI,Homicídio,03/06/2012,03:00,Anadia,Zona Rural,Feminino,Parda,29,PAF,Via Pública
31165,CVLI,Homicídio,02/09/2019,21:30,Maceió,Vergel do Lago,Masculino,Preta,51,PAF,Próximo de Casa
1018,CVLI,Homicídio,04/06/2012,10:10,Marechal Deodoro,Zona Rural,Masculino,Parda,42,PAF,Via Pública
1019,CVLI,Homicídio,04/06/2012,12:00,Matriz de Camaragibe,Centro,Masculino,Parda,22,PAF,Próximo de Casa
1020,CVLI,Homicídio,04/06/2012,19:00,Coruripe,Centro,Masculino,Parda,18,PAF,Via Pública
1027,CVLI,Homicídio,09/06/2012,22:30,Joaquim Gomes,Zona Rural,Masculino,Parda,36,PAF,Próximo de Casa
1028,CVLI,Homicídio,10/06/2012,02:10,São Luís do Quitunde,Centro,Masculino,Parda,29,PAF,Via Pública
1029,CVLI,Homicídio,09/06/2012,21:30,Delmiro Gouveia,Centro,Masculino,Parda,46,PAF,Via Pública
1030,CVLI,Homicídio,10/06/2012,14:40,Maceió,Cidade Universitária,Masculino,Parda,21,PAF,Via Pública
1031,CVLI,Homicídio,10/06/2012,16:20,Atalaia,Zona Rural,Masculino,Parda,35,PAF,Via Pública
1032,CVLI,Lesão Corporal Seguida de Morte,19/02/2012,01:45,Penedo,Zona Rural,Masculino,NI,24,BRANCA,Via Pública
1033,CVLI,Homicídio,20/02/2012,18:10,Palmeira dos Índios,Vila Maria,Masculino,Parda,33,PAF,Porta de Casa
1034,CVLI,Homicídio,12/02/2012,22:00,Maceió,Clima Bom,Masculino,NI,25,PAF,Via Pública
1035,CVLI,Homicídio,12/02/2012,20:20,Olho d Água Grande,Zona Rural,Masculino,Parda,43,BRANCA,Via Pública
1037,CVLI,Homicídio,08/06/2012,12:50,Maragogi,Zona Rural,Masculino,Parda,19,PAF,Vegetação
1038,CVLI,Homicídio,08/06/2012,12:50,Maragogi,Zona Rural,Masculino,Parda,27,PAF,Vegetação
1039,CVLI,Homicídio,08/06/2012,17:50,Maceió,Cidade Universitária,Masculino,NI,36,PAF,Porta de Casa
1040,CVLI,Homicídio,08/06/2012,10:30,Maceió,Jacintinho,Masculino,Parda,20,PAF,Via Pública
1041,CVLI,Homicídio,09/06/2012,12:10,Maceió,Jacintinho,Masculino,Parda,11,PAF,Via Pública
1042,CVLI,Homicídio,09/06/2012,02:00,Barra de Santo Antônio,Centro,Masculino,Parda,46,ESPANCAMENTO,Via Pública
1044,CVLI,Homicídio,09/06/2012,00:00,Maragogi,Centro,Masculino,Parda,36,PAF,
1046,CVLI,Homicídio,09/06/2012,20:00,Joaquim Gomes,Zona Rural,Masculino,Parda,44,PAF,Via Pública
1047,CVLI,Homicídio,09/06/2012,22:20,Maceió,Cidade Universitária,Masculino,Parda,16,PAF,Próximo de Casa
1048,CVLI,Roubo com Resultado Morte,21/02/2012,21:30,Anadia,Centro,Masculino,Parda,71,BRANCA,Dentro de Casa
1049,CVLI,Homicídio,10/06/2012,20:30,Marechal Deodoro,Centro,Masculino,Parda,34,PAF,Próximo de Casa
1050,CVLI,Homicídio,11/06/2012,00:40,Maceió,Pajuçara,Masculino,Parda,17,PAF,Via Pública
1057,CVLI,Lesão Corporal Seguida de Morte,14/02/2012,09:30,Murici,Centro,Masculino,Parda,21,BRANCA,Via Pública
1058,CVLI,Roubo com Resultado Morte,16/02/2012,18:00,Ibateguara,Zona Rural,Masculino,Branca,48,PAF,Dentro de Casa
1059,CVLI,Homicídio,17/02/2012,16:10,São José da Laje,Centro,Masculino,Parda,21,PAF,Bar
1060,CVLI,Homicídio,18/02/2012,14:30,Maceió,Trapiche da Barra,Masculino,Parda,21,PAF,Via Pública
1061,CVLI,Homicídio,19/02/2012,04:00,Coruripe,Zona Rural,Masculino,NI,,ESPANCAMENTO,
1063,CVLI,Homicídio,22/02/2012,01:00,São Luís do Quitunde,Centro,Masculino,NI,30,BRANCA,Via Pública
1064,CVLI,Homicídio,22/02/2012,07:20,Olho d Água das Flores,Centro,Masculino,Parda,22,PAF,Via Pública
1065,CVLI,Homicídio,22/02/2012,10:00,Joaquim Gomes,Zona Rural,Masculino,Parda,19,PAF,Plantação
1066,CVLI,Homicídio,04/06/2012,07:00,Coruripe,Zona Rural,Masculino,Parda,55,PAF,Via Pública
1067,CVLI,Roubo com Resultado Morte,08/02/2012,22:00,Colônia Leopoldina,Centro,Masculino,Parda,67,BRANCA,Dentro de Casa
1068,CVLI,Homicídio,05/06/2012,11:00,Pilar,Zona Rural,Masculino,Parda,38,PAF,Vegetação
1069,CVLI,Homicídio,05/06/2012,20:30,Maceió,São Jorge,Masculino,Parda,25,PAF,Via Pública
1072,CVLI,Homicídio,05/06/2012,22:30,Viçosa,Zona Rural,Masculino,Parda,14,PAF,Via Pública
1074,CVLI,Homicídio,06/06/2012,00:00,Maceió,Trapiche da Barra,Masculino,Parda,45,PAF,HGE
1076,CVLI,Homicídio,06/06/2012,14:00,Rio Largo,Zona Rural,Feminino,Parda,26,ASFIXIA MECÂNICA,Vegetação
1078,CVLI,Homicídio,11/02/2012,10:00,São Miguel dos Campos,Centro,Masculino,Parda,25,PAF,Via Pública
1079,CVLI,Homicídio,12/02/2012,03:00,São José da Tapera,Zona Rural,Masculino,NI,26,BRANCA,Via Pública
1080,CVLI,Homicídio,13/02/2012,04:30,Coruripe,Zona Rural,Masculino,Parda,16,PAF,Via Pública
1081,CVLI,Homicídio,06/06/2012,05:30,Maceió,Tabuleiro do Martins,Masculino,Parda,17,PAF,Próximo de Casa
1083,CVLI,Homicídio,17/02/2012,18:00,Piaçabuçu,Centro,Masculino,Parda,32,BRANCA,Próximo de Casa
1084,CVLI,Homicídio,18/02/2012,01:00,Campo Alegre,Zona Rural,Masculino,Parda,24,PAF,Via Pública
1085,CVLI,Homicídio,18/02/2012,20:00,Craíbas,Zona Rural,Masculino,Branca,20,PAF,Próximo de Casa
1087,CVLI,Homicídio,03/02/2012,11:15,Ibateguara,Centro,Feminino,Parda,21,BRANCA,Dentro de Casa
1088,CVLI,Homicídio,03/02/2012,16:30,Mata Grande,Zona Rural,Masculino,Parda,,PAF,Via Pública
1089,CVLI,Homicídio,05/02/2012,05:15,Coruripe,Centro,Masculino,Parda,69,PAF,Dentro de Casa
1090,CVLI,Homicídio,06/06/2012,06:00,Maragogi,Zona Rural,Masculino,Parda,29,ESPANCAMENTO,Via Pública
1091,CVLI,Homicídio,06/06/2012,12:00,Maceió,Jacintinho,Masculino,Parda,20,PAF,Via Pública
1092,CVLI,Homicídio,06/06/2012,17:20,Campo Alegre,Centro,Masculino,Parda,44,PAF,Porta de Casa
1093,CVLI,Homicídio,06/06/2012,21:00,Taquarana,Zona Rural,Masculino,Parda,18,PAF,Via Pública
1094,CVLI,Homicídio,07/06/2012,03:50,Maceió,Jaraguá,Feminino,Parda,22,PAF,Via Pública
1095,CVLI,Homicídio,07/06/2012,03:00,Joaquim Gomes,Centro,Masculino,NI,21,PAF,Vegetação
1097,CVLI,Homicídio,08/06/2012,00:20,Coruripe,Centro,Masculino,Parda,31,PAF,Via Pública
1098,CVLI,Roubo com Resultado Morte,17/02/2012,05:00,Santana do Mundaú,Centro,Masculino,Parda,56,ESPANCAMENTO,Via Pública
1101,CVLI,Homicídio,24/02/2012,21:00,Maceió,Centro,Masculino,Parda,19,PAF,Via Pública
1102,CVLI,Homicídio,11/06/2012,01:00,Maceió,Ponta Verde,Masculino,Parda,25,ESPANCAMENTO,Via Pública
1103,CVLI,Homicídio,11/06/2012,15:00,São José da Laje,Zona Rural,Masculino,Parda,47,PAF,Vegetação
1104,CVLI,Homicídio,11/06/2012,18:20,Maceió,Santos Dumont,Masculino,Parda,19,PAF,Via Pública
1105,CVLI,Homicídio,11/06/2012,19:40,Arapiraca,Canafístula,Masculino,NI,23,PAF,Via Pública
1107,CVLI,Homicídio,11/06/2012,22:30,Maceió,Rio Novo,Masculino,Parda,14,PAF,Via Pública
1109,CVLI,Homicídio,26/02/2012,02:10,Anadia,Centro,Masculino,Parda,18,PAF,Via Pública
1110,CVLI,Homicídio,27/02/2012,21:00,Atalaia,Zona Rural,Masculino,Parda,16,PAF,Via Pública
1111,CVLI,Homicídio,28/02/2012,23:00,Porto Calvo,Centro,Masculino,NI,25,BRANCA,Via Pública
1112,CVLI,Homicídio,25/02/2012,16:15,Delmiro Gouveia,Centro,Feminino,Parda,22,INTOXICAÇÃO,Via Pública
1113,CVLI,Homicídio,25/02/2012,16:15,Delmiro Gouveia,Centro,Feminino,Parda,22,INTOXICAÇÃO,Via Pública
1115,CVLI,Homicídio,28/02/2012,22:00,Palmeira dos Índios,Centro,Masculino,Parda,50,PAF,Via Pública
1118,CVLI,Homicídio,11/06/2012,00:00,Maceió,Prado,Masculino,Parda,17,PAF,Via Pública
1120,CVLI,Homicídio,12/06/2012,23:00,Maceió,Ponta Grossa,Masculino,Parda,28,PAF,Via Pública
1122,CVLI,Homicídio,06/03/2012,15:00,Viçosa,Zona Rural,Masculino,NI,17,PAF,Terreno Baldio
1127,CVLI,Roubo com Resultado Morte,13/06/2012,21:13,Arapiraca,Brasília,Masculino,Parda,40,PAF,Via Pública
1129,CVLI,Homicídio,13/06/2012,18:30,União dos Palmares,Centro,Masculino,Parda,22,PAF,Via Pública
1130,CVLI,Homicídio,13/06/2012,19:30,Feira Grande,Centro,Masculino,Parda,22,PAF,Dentro de Casa
1131,CVLI,Homicídio,14/06/2012,00:30,Viçosa,Zona Rural,Masculino,Parda,27,PAF,Via Pública
1133,CVLI,Homicídio,09/03/2012,04:50,São José da Tapera,Centro,Masculino,Parda,36,BRANCA,Via Pública
1135,CVLI,Homicídio,13/06/2013,22:00,Arapiraca,Primavera,Masculino,NI,60,ESPANCAMENTO,Via Pública
1136,CVLI,Homicídio,14/06/2012,14:10,Arapiraca,Primavera,Masculino,Parda,16,PAF,Via Pública
1137,CVLI,Homicídio,14/06/2012,23:50,Maceió,Jatiúca,Masculino,Preta,24,PAF,Via Pública
1138,CVLI,Homicídio,03/03/2012,16:00,Viçosa,Centro,Masculino,NI,22,PAF,Via Pública
1139,CVLI,Homicídio,15/06/2012,05:20,Maceió,Jacintinho,Masculino,Parda,22,PAF,Via Pública
1143,CVLI,Homicídio,14/06/2012,10:30,Teotônio Vilela,Centro,Masculino,Parda,18,PAF,Via Pública
1144,CVLI,Homicídio,07/03/2012,00:20,Limoeiro de Anadia,Zona Rural,Masculino,Parda,45,PAF,Dentro de Casa
1146,CVLI,Homicídio,16/06/2012,09:30,Maceió,Cidade Universitária,Masculino,Parda,19,PAF,Próximo de Casa
1147,CVLI,Roubo com Resultado Morte,17/06/2012,20:10,Arapiraca,Manoel Teles,Masculino,Parda,26,PAF,Via Pública
1148,CVLI,Homicídio,16/06/2012,10:00,São Miguel dos Campos,Zona Rural,Masculino,Parda,61,PAF,Via Pública
1149,CVLI,Homicídio,12/03/2012,18:20,Maribondo,Centro,Masculino,Parda,33,PAF,Próximo de Casa
1150,CVLI,Homicídio,13/03/2012,10:00,Atalaia,Zona Rural,Masculino,NI,26,PAF,Via Pública
1151,CVLI,Homicídio,15/03/2012,19:30,Viçosa,Centro,Masculino,Parda,35,PAF,Via Pública
1152,CVLI,Homicídio,16/03/2012,14:30,Anadia,Zona Rural,Masculino,NI,21,BRANCA,Via Pública
1153,CVLI,Roubo com Resultado Morte,16/03/2012,21:25,Palmeira dos Índios,Zona Rural,Masculino,Parda,42,PAF,Via Pública
1154,CVLI,Homicídio,17/03/2012,21:50,Matriz de Camaragibe,Centro,Masculino,NI,24,BRANCA,Via Pública
1155,CVLI,Homicídio,18/03/2012,11:00,Campo Alegre,Zona Rural,Masculino,Parda,57,ASFIXIA MECÂNICA,Via Pública
1156,CVLI,Homicídio,18/03/2012,20:00,Capela,Centro,Masculino,Branca,21,BRANCA,Via Pública
1157,CVLI,Homicídio,18/06/2012,07:45,Arapiraca,Zona Rural Leste,Masculino,NI,19,PAF,Vegetação
1158,CVLI,Homicídio,18/06/2012,07:45,Arapiraca,Zona Rural Leste,Masculino,Parda,18,PAF,Vegetação
1159,CVLI,Homicídio,20/03/2012,20:00,Maceió,Jacintinho,Masculino,NI,16,PAF,Via Pública
1160,CVLI,Homicídio,21/03/2012,00:15,Atalaia,Zona Rural,Masculino,NI,18,PAF,Via Pública
1161,CVLI,Homicídio,21/03/2012,00:15,Atalaia,Zona Rural,Masculino,NI,15,PAF,Via Pública
1162,CVLI,Homicídio,22/03/2012,19:30,Senador Rui Palmeira,Zona Rural,Masculino,NI,26,BRANCA,Porta de Casa
1163,CVLI,Homicídio,23/03/2012,00:01,Maceió,Feitosa,Masculino,NI,31,PAF,Via Pública
1165,CVLI,Homicídio,17/06/2012,11:35,Maceió,Santos Dumont,Masculino,Parda,26,PAF,Dentro de Casa
1170,CVLI,Homicídio,16/06/2012,20:00,Maceió,Tabuleiro do Martins,Masculino,Parda,22,PAF,Via Pública
1173,CVLI,Homicídio,16/06/2012,11:00,Atalaia,Zona Rural,Masculino,NI,16,PAF,Cova Rasa
1175,CVLI,Homicídio,17/06/2012,02:00,Rio Largo,Tabuleiro do Pinto,Masculino,Parda,26,PAF,Via Pública
1176,CVLI,Homicídio,08/04/2012,20:00,Palmeira dos Índios,Centro,Feminino,Branca,31,PAF,Dentro de Casa
1177,CVLI,Homicídio,16/06/2012,18:00,Coruripe,Zona Rural,Masculino,Parda,31,BRANCA,Via Pública
1178,CVLI,Homicídio,16/06/2012,23:50,Coruripe,Zona Rural,Masculino,Parda,20,PAF,Via Pública
1179,CVLI,Homicídio,24/03/2012,20:00,Palmeira dos Índios,Vila Maria,Masculino,Parda,24,PAF,Via Pública
1180,CVLI,Homicídio,25/03/2012,08:40,São Miguel dos Campos,Centro,Masculino,NI,21,PAF,Via Pública
1181,CVLI,Homicídio,07/03/2012,17:50,Olho d Água das Flores,Zona Rural,Masculino,NI,38,PAF,Via Pública
1182,CVLI,Homicídio,10/03/2012,18:00,Maceió,Cidade Universitária,Masculino,Branca,32,PAF,Via Pública
1183,CVLI,Homicídio,18/06/2012,20:30,Coruripe,Centro,Masculino,Parda,19,PAF,Dentro de Casa
1184,CVLI,Homicídio,18/06/2012,23:40,Maceió,Jacintinho,Feminino,Parda,17,BRANCA,Via Pública
1186,CVLI,Homicídio,17/06/2012,21:30,Maceió,Clima Bom,Masculino,Parda,19,PAF,Via Pública
1187,CVLI,Homicídio,18/06/2012,00:30,Maceió,Trapiche da Barra,Masculino,Branca,25,PAF,Via Pública
1192,CVLI,Homicídio,17/06/2012,18:00,Ouro Branco,Zona Rural,Masculino,Parda,59,PAF,Próximo de Casa
1194,CVLI,Homicídio,17/06/2012,23:00,Mata Grande,Zona Rural,Masculino,Parda,19,PAF,Via Pública
1195,CVLI,Homicídio,18/06/2012,17:30,Arapiraca,Sítio Ponto Novo,Masculino,Parda,44,PAF,Via Pública
1196,CVLI,Homicídio,16/06/2012,09:00,Maceió,Trapiche da Barra,Masculino,Parda,24,PAF,Lagoa
1197,CVLI,Homicídio,16/06/2012,09:30,Coruripe,Zona Rural,Masculino,Branca,20,PAF,Via Pública
1198,CVLI,Homicídio,16/06/2012,20:00,Maribondo,Centro,Masculino,Branca,36,PAF,Via Pública
1199,CVLI,Homicídio,16/06/2012,21:00,Maceió,Antares,Masculino,Parda,44,PAF,Imediações de Casa
1204,CVLI,Homicídio,16/06/2012,05:00,Senador Rui Palmeira,Centro,Masculino,Parda,74,BRANCA,Via Pública
1205,CVLI,Homicídio,15/06/2013,14:30,Maceió,Levada,Masculino,Parda,41,PAF,Via Pública
1207,CVLI,Homicídio,16/06/2012,11:00,Atalaia,Zona Rural,Masculino,Parda,17,PAF,Cova Rasa
1208,CVLI,Homicídio,16/06/2012,11:00,Atalaia,Zona Rural,Masculino,Parda,17,PAF,Cova Rasa
1209,CVLI,Roubo com Resultado Morte,27/03/2012,23:00,Matriz de Camaragibe,Zona Rural,Masculino,NI,15,PAF,Via Pública
1210,CVLI,Homicídio,28/03/2012,11:10,Maceió,Trapiche da Barra,Masculino,NI,22,PAF,Via Pública
1211,CVLI,Homicídio,28/03/2012,18:30,Maragogi,Centro,Masculino,Parda,41,BRANCA,Via Pública
1212,CVLI,Homicídio,28/03/2012,21:00,Boca da Mata,Centro,Masculino,Parda,29,PAF,Via Pública
1213,CVLI,Homicídio,29/03/2012,11:00,Matriz de Camaragibe,Centro,Masculino,Parda,29,PAF,Via Pública
1214,CVLI,Homicídio,29/03/2012,18:00,União dos Palmares,Zona Rural,Masculino,Parda,16,PAF,Via Pública
1215,CVLI,Homicídio,31/03/2012,11:24,Coruripe,Centro,Masculino,NI,,PAF,
1216,CVLI,Homicídio,19/06/2012,08:20,Maceió,Canaã,Masculino,Preta,19,PAF,Próximo de Casa
1217,CVLI,Homicídio,19/06/2012,08:20,Maceió,Canaã,Masculino,Parda,19,PAF,Via Pública
1218,CVLI,Homicídio,19/06/2012,16:00,Coruripe,Centro,Masculino,Parda,30,PAF,Via Pública
1219,CVLI,Roubo com Resultado Morte,19/06/2012,10:30,Teotônio Vilela,Zona Rural,Masculino,Parda,45,BRANCA,Via Pública
1220,CVLI,Homicídio,19/06/2012,20:00,Porto Calvo,Zona Rural,Masculino,Parda,32,PAF,Dentro de Casa
1221,CVLI,Homicídio,12/05/2012,20:00,Maceió,Clima Bom,Masculino,Parda,19,PAF,Local de Trabalho
1222,CVLI,Roubo com Resultado Morte,19/06/2012,23:00,Rio Largo,Centro,Masculino,Parda,47,BRANCA,Dentro de Casa
1223,CVLI,Homicídio,15/03/2012,05:30,Arapiraca,Cacimbas,Masculino,NI,,PAF,Via Pública
1224,CVLI,Homicídio,16/03/2012,01:30,Branquinha,Centro,Masculino,Parda,38,PAF,Local de Trabalho
1225,CVLI,Homicídio,16/03/2012,14:50,Maceió,São Jorge,Masculino,NI,28,PAF/B,Porta de Casa
1226,CVLI,Homicídio,17/03/2012,15:00,Penedo,Zona Rural,Masculino,Parda,,BRANCA,Plantação
1227,CVLI,Homicídio,20/06/2012,11:00,Maceió,Jacintinho,Masculino,Preta,34,PAF,Interior de Veículo
1228,CVLI,Homicídio,20/06/2012,17:00,Marechal Deodoro,Centro,Masculino,Parda,24,PAF,Via Pública
1229,CVLI,Homicídio,19/06/2012,12:30,Delmiro Gouveia,Zona Rural,Masculino,Parda,24,PAF,Dentro de Casa
1230,CVLI,Homicídio,20/06/2012,18:00,Joaquim Gomes,Centro,Masculino,Parda,24,PAF,Dentro de Casa
1231,CVLI,Homicídio,21/06/2012,05:00,União dos Palmares,Roberto Correia de Araújo,Masculino,Branca,27,PAF/B,Via Pública
49983,CVLI,Homicídio,02/09/2022,22:33,Maceió,Vergel do Lago,Masculino,Preta,21,PAF,Porta de Casa
1236,CVLI,Homicídio,23/03/2012,19:00,Taquarana,Zona Rural,Masculino,Parda,25,PAF,Via Pública
1237,CVLI,Homicídio,24/03/2012,13:40,Igaci,Zona Rural,Masculino,NI,,NI,
1238,CVLI,Homicídio,24/03/2012,18:00,Cajueiro,Centro,Feminino,Parda,47,PAF,Próximo de Casa
1239,CVLI,Homicídio,21/06/2012,17:05,Maceió,Cidade Universitária,Masculino,Parda,43,PAF,Próximo de Casa
54231,CVLI,Homicídio,02/09/2023,11:34,Maceió,Benedito Bentes,Masculino,Branca,27,PAF,Dentro de Casa
1241,CVLI,Homicídio,24/06/2012,20:50,Maceió,Jacintinho,Masculino,NI,22,PAF,Via Pública
1242,CVLI,Homicídio,24/06/2012,23:30,Atalaia,Zona Rural,Masculino,Parda,15,BRANCA,Margem de Rio
1243,CVLI,Homicídio,25/06/2012,09:00,Marechal Deodoro,Centro,Masculino,Parda,33,PAF,Dentro de Casa
1244,CVLI,Homicídio,24/06/2012,23:45,Coruripe,Centro,Masculino,Parda,21,PAF,Próximo de Casa
1245,CVLI,Homicídio,25/06/2012,16:30,Maceió,Tabuleiro do Martins,Feminino,Parda,19,PAF,Porta de Casa
1246,CVLI,Homicídio,25/06/2012,16:30,Satuba,Centro,Masculino,Parda,28,PAF,Porta de Casa
1247,CVLI,Homicídio,25/06/2012,16:30,Satuba,Centro,Masculino,Parda,22,PAF,Porta de Casa
1248,CVLI,Homicídio,16/06/2012,19:30,São Miguel dos Campos,Centro,Masculino,Parda,40,PAF,Via Pública
1252,CVLI,Homicídio,25/06/2012,20:00,Viçosa,Centro,Masculino,Branca,21,PAF,Via Pública
2112,CVLI,Homicídio,02/10/2012,20:05,Maceió,Vergel do Lago,Masculino,Parda,17,PAF,Via Pública
1255,CVLI,Homicídio,24/06/2012,19:40,Rio Largo,Centro,Masculino,Parda,50,PAF,Via Pública
1256,CVLI,Homicídio,23/06/2012,02:00,Igaci,Zona Rural,Masculino,Parda,26,PAF,Via Pública
1257,CVLI,Roubo com Resultado Morte,23/06/2012,13:10,Maceió,Levada,Masculino,Parda,40,BRANCA,Via Pública
1258,CVLI,Homicídio,23/06/2012,20:00,Marechal Deodoro,Centro,Masculino,Parda,19,PAF,Próximo de Casa
1259,CVLI,Homicídio,23/06/2012,20:30,Coqueiro Seco,Centro,Masculino,NI,26,PAF,Via Pública
1260,CVLI,Homicídio,23/06/2012,21:30,Maceió,Pajuçara,Masculino,Parda,24,PAF,Via Pública
6024,CVLI,Homicídio,02/10/2013,08:00,Maceió,Benedito Bentes,Feminino,Parda,4,ASFIXIA MECÂNICA,Dentro de Casa
1263,CVLI,Homicídio,21/06/2012,22:40,Maceió,Jacintinho,Masculino,NI,19,PAF,Interior de Veículo
1264,CVLI,Homicídio,12/06/2012,17:30,São Luís do Quitunde,Zona Rural,Masculino,Parda,57,PAF,Via Pública
1267,CVLI,Homicídio,21/06/2012,21:50,Ibateguara,Centro,Masculino,Parda,15,PAF,Via Pública
1268,CVLI,Homicídio,25/03/2012,18:20,Piaçabuçu,Centro,Masculino,NI,74,BRANCA,Via Pública
1269,CVLI,Homicídio,27/03/2012,07:15,São Luís do Quitunde,Centro,Feminino,NI,23,NI,Via Pública
1270,CVLI,Homicídio,28/03/2012,06:30,São Miguel dos Milagres,Zona Rural,Masculino,Parda,15,PAF,Local Público
1271,CVLI,Homicídio,28/03/2012,14:30,Teotônio Vilela,Zona Rural,Masculino,NI,,PAF,Vegetação
1272,CVLI,Roubo com Resultado Morte,30/03/2012,09:00,Rio Largo,Zona Rural,Masculino,Parda,44,PAF,Vegetação
1273,CVLI,Roubo com Resultado Morte,30/03/2012,09:00,Rio Largo,Zona Rural,Masculino,Parda,40,PAF,Vegetação
10512,CVLI,Homicídio,02/11/2014,20:54,Maceió,Benedito Bentes,Masculino,Parda,31,ESPANCAMENTO,Imediações de Casa
1275,CVLI,Homicídio,22/06/2012,19:00,São Miguel dos Campos,Centro,Masculino,Branca,18,PAF,Via Pública
1276,CVLI,Homicídio,23/06/2012,23:00,Passo de Camaragibe,Centro,Masculino,Parda,22,PAF,Via Pública
1277,CVLI,Homicídio,24/06/2012,02:30,Maceió,Jacintinho,Masculino,Parda,22,BRANCA,Via Pública
1278,CVLI,Homicídio,23/06/2012,03:00,Inhapi,Zona Rural,Masculino,Parda,31,PAF,Próximo de Casa
1279,CVLI,Homicídio,24/06/2012,02:00,Maceió,Cidade Universitária,Masculino,Parda,32,PAF,Via Pública
1280,CVLI,Homicídio,24/06/2012,03:40,Pilar,Centro,Masculino,Parda,17,PAF,Via Pública
1281,CVLI,Homicídio,24/06/2012,04:20,Palmeira dos Índios,Centro,Masculino,Branca,20,PAF,Via Pública
14395,CVLI,Homicídio,02/11/2015,09:50,Maceió,Vergel do Lago,Masculino,Parda,23,BRANCA,Dentro de Casa
1283,CVLI,Homicídio,22/06/2012,22:00,Maravilha,Zona Rural,Masculino,Parda,33,BRANCA,Via Pública
1284,CVLI,Homicídio,23/06/2012,16:30,Santana do Ipanema,Centro,Masculino,Branca,26,PAF,Dentro de Casa
1285,CVLI,Homicídio,23/06/2012,19:00,Murici,Centro,Masculino,Branca,28,PAF,Via Pública
1286,CVLI,Homicídio,24/06/2012,03:00,Santana do Ipanema,Zona Rural,Masculino,Branca,46,ESPANCAMENTO,Via Pública
40824,CVLI,Homicídio,02/11/2020,17:50,Maceió,Benedito Bentes,Masculino,Branca,21,PAF,Imediações de Casa
1295,CVLI,Homicídio,26/06/2012,14:30,Campo Alegre,Zona Rural,Masculino,Branca,18,PAF,Via Pública
