ID_CONTROLE,SUBJETIVIDADE,SUBJETIVIDADE COMPLEMENTAR,DATA DO FATO,HORA DO FATO,CIDADE DO FATO,BAIRRO DO FATO,SEXO DA VITIMA,COR/RACA DA VITIMA,IDADE DA VITIMA,INSTRUMENTO UTILIZADO,LOCAL DO FATO
9389,CVLI,Homicídio,24/05/2014,17:52,Maceió,Cidade Universitária,Masculino,Parda,26,PAF,Próximo de Casa
9395,CVLI,Homicídio,14/07/2014,14:30,Arapiraca,Bom Sucesso,Masculino,Parda,19,ESPANCAMENTO,Via Pública
9397,CVLI,Homicídio,14/07/2014,15:28,Maceió,Santa Amélia,Feminino,Branca,26,PAF,Local Público
9398,CVLI,Homicídio,14/07/2014,16:30,Arapiraca,Baixão,Masculino,Parda,39,BRANCA,Via Pública
9399,CVLI,Homicídio,14/07/2014,19:15,Campo Alegre,Centro,Masculino,Parda,18,PAF,Via Pública
9400,CVLI,Homicídio,11/07/2014,14:29,Maceió,Levada,Masculino,Parda,19,BRANCA,Via Pública
9401,CVLI,Homicídio,12/07/2014,20:30,Teotônio Vilela,Centro,Masculino,Parda,22,PAF,Via Pública
9402,CVLI,Homicídio,13/07/2014,21:40,Palmeira dos Índios,Vila Maria,Masculino,Parda,30,PAF,Local Público
9403,CVLI,Homicídio,10/07/2014,18:00,Arapiraca,Primavera,Masculino,Parda,28,PAF,Imediações de Casa
9415,CVLI,Homicídio,15/07/2014,05:00,Campo Alegre,Zona Rural,Masculino,Parda,15,BRANCA,Plantação
9416,CVLI,Homicídio,15/07/2014,18:28,Pilar,Chã do Pilar,Masculino,Parda,16,PAF,Vegetação
9417,CVLI,Homicídio,15/07/2014,18:40,União dos Palmares,Zona Rural,Masculino,Parda,34,PAF,Local Público
9418,CVLI,Homicídio,15/07/2014,19:30,São Sebastião,Zona Rural,Masculino,NI,37,PAF,Via Pública
9419,CVLI,Homicídio,15/07/2014,19:00,Piaçabuçu,Zona Rural,Masculino,Parda,28,PAF,Local Público
9420,CVLI,Homicídio,16/07/2014,04:30,Arapiraca,Povoado Lagoa Cavada,Masculino,NI,19,PAF,Local Público
9421,CVLI,Homicídio,16/07/2014,07:10,Girau do Ponciano,Zona Rural,Masculino,NI,44,PAF,Local Público
9422,CVLI,Homicídio,16/07/2014,04:30,Craíbas,Zona Rural,Masculino,Branca,41,PAF,Local Público
9423,CVLI,Homicídio,16/07/2014,18:39,Maceió,Jacintinho,Masculino,Parda,38,PAF,Próximo de Casa
9426,CVLI,Homicídio,16/07/2014,05:00,Taquarana,Zona Rural,Masculino,Parda,24,PAF,Local Público
9435,CVLI,Homicídio,17/07/2014,09:41,Rio Largo,Tabuleiro do Pinto,Masculino,Parda,48,ASFIXIA MECÂNICA,Dentro de Casa
9436,CVLI,Homicídio,17/07/2014,17:00,Colônia Leopoldina,Centro,Masculino,Parda,43,BRANCA,Via Pública
9437,CVLI,Homicídio,09/07/2014,16:00,Arapiraca,Manoel Teles,Masculino,NI,19,PAF,Próximo de Casa
9444,CVLI,Homicídio,18/07/2014,09:30,Major Isidoro,Zona Rural,Masculino,Parda,48,PAF,Via Pública
9445,CVLI,Homicídio,18/07/2014,18:51,Maceió,Centro,Masculino,Parda,21,PAF,Via Pública
9446,CVLI,Homicídio,18/07/2014,18:00,Marechal Deodoro,Zona Rural,Feminino,Amarela,59,PAF,Dentro de Casa
9447,CVLI,Homicídio,18/07/2014,23:40,São José da Laje,Centro,Masculino,Parda,28,PAF,Dentro de Casa
9448,CVLI,Homicídio,19/07/2014,08:01,Barra de São Miguel,Zona Rural,Masculino,Parda,14,PAF,Local Público
9450,CVLI,Roubo com Resultado Morte,18/07/2014,01:00,Mata Grande,Zona Rural,Masculino,Parda,61,BRANCA,Próximo de Casa
9451,CVLI,Homicídio,19/07/2014,16:37,Maceió,Santa Lúcia,Masculino,Parda,20,PAF,Próximo de Casa
9452,CVLI,Homicídio,20/07/2014,00:30,Maceió,Levada,Masculino,Parda,35,ESPANCAMENTO,Próximo de Casa
9453,CVLI,Homicídio,20/07/2014,00:12,Maceió,Levada,Masculino,Parda,22,PAF,Próximo de Casa
9454,CVLI,Homicídio,20/07/2014,01:40,Maceió,Feitosa,Masculino,Parda,17,PAF,Dentro de Casa
9455,CVLI,Homicídio,20/07/2014,01:40,Maceió,Feitosa,Feminino,NI,43,PAF,Dentro de Casa
9456,CVLI,Homicídio,20/07/2014,01:40,Maceió,Feitosa,Feminino,Parda,18,PAF,Dentro de Casa
9457,CVLI,Homicídio,20/07/2014,01:40,Maceió,Feitosa,Feminino,Parda,21,PAF,Dentro de Casa
9458,CVLI,Homicídio,19/07/2014,16:37,Maceió,Santa Lúcia,Masculino,Parda,60,PAF,Próximo de Casa
9459,CVLI,Homicídio,19/07/2014,17:41,Pilar,Chã do Pilar,Masculino,Parda,45,PAF,Via Pública
9460,CVLI,Homicídio,18/07/2014,19:00,Maceió,Tabuleiro do Martins,Masculino,Parda,21,PAF,Porta de Casa
9461,CVLI,Homicídio,19/07/2014,11:35,Maceió,Levada,Masculino,Parda,25,BRANCA,Imediações de Casa
9464,CVLI,Homicídio,20/07/2014,08:00,Maceió,Levada,Masculino,Parda,51,PAF,Via Pública
9465,CVLI,Homicídio,20/07/2014,14:09,Maceió,Pontal da Barra,Masculino,Parda,29,PAF,Local Público
9466,CVLI,Homicídio,20/07/2014,02:00,Capela,Centro,Masculino,Parda,18,PAF/B,Via Pública
9467,CVLI,Homicídio,20/07/2014,03:00,Viçosa,Zona Rural,Masculino,Parda,17,PAF,Via Pública
9468,CVLI,Homicídio,20/07/2014,15:30,Maceió,Tabuleiro do Martins,Masculino,Parda,20,PAF,Imediações de Casa
9473,CVLI,Homicídio,20/07/2014,18:30,Pilar,Chã do Pilar,Masculino,Parda,22,PAF,Imediações de Casa
9474,CVLI,Homicídio,19/07/2014,11:40,Coité do Nóia,Zona Rural,Masculino,NI,,NI,Local Público
9478,CVLI,Homicídio,19/07/2014,20:35,Maceió,Gruta de Lourdes,Masculino,Branca,24,BRANCA,Local Público
9479,CVLI,Homicídio,20/07/2014,19:40,São Sebastião,Zona Rural,Masculino,Preta,24,PAF,Via Pública
9481,CVLI,Homicídio,20/07/2014,21:00,Murici,Centro,Masculino,Parda,16,PAF,Via Pública
9483,CVLI,Homicídio,21/07/2014,06:00,Piaçabuçu,Zona Rural,Masculino,Parda,44,PAF,Local Público
9484,CVLI,Homicídio,21/07/2014,15:44,Teotônio Vilela,Zona Rural,Masculino,NI,,PAF,Local Público
9485,CVLI,Homicídio,21/07/2014,15:44,Teotônio Vilela,Zona Rural,Masculino,NI,,PAF,Local Público
9486,CVLI,Homicídio,21/07/2014,04:00,Delmiro Gouveia,Zona Rural,Masculino,Parda,22,ESPANCAMENTO,Via Pública
15144,CVLI,Roubo com Resultado Morte,10/01/2016,19:00,Maceió,Benedito Bentes,Masculino,Parda,31,ESPANCAMENTO,Dentro de Casa
9492,CVLI,Homicídio,22/07/2014,19:00,Maceió,Chã da Jaqueira,Masculino,Parda,18,PAF,Próximo de Casa
9493,CVLI,Homicídio,23/07/2014,06:20,Matriz de Camaragibe,Centro,Feminino,Parda,35,PAF,Via Pública
9497,CVLI,Homicídio,22/07/2014,08:40,Maceió,Cidade Universitária,Masculino,Branca,15,PAF,Próximo de Casa
9498,CVLI,Homicídio,23/07/2014,16:10,Palmeira dos Índios,Vila Nova,Masculino,Parda,20,PAF,Próximo de Casa
9499,CVLI,Homicídio,23/07/2014,19:50,Maceió,Cidade Universitária,Masculino,Parda,22,PAF,Imediações de Casa
9500,CVLI,Roubo com Resultado Morte,23/07/2014,21:36,Rio Largo,Tabuleiro do Pinto,Masculino,Parda,43,PAF,Porta de Casa
9501,CVLI,Homicídio,23/07/2014,22:28,Pilar,Chã do Pilar,Feminino,Parda,16,PAF,Dentro de Casa
9502,CVLI,Homicídio,23/07/2014,23:00,Santana do Ipanema,Centro,Masculino,Parda,16,PAF,Próximo de Casa
9503,CVLI,Homicídio,23/07/2014,23:00,Santana do Ipanema,Centro,Masculino,Parda,23,PAF,Próximo de Casa
9505,CVLI,Lesão Corporal Seguida de Morte,21/07/2014,04:00,Traipu,Zona Rural,Feminino,Parda,0,ESPANCAMENTO,Dentro de Casa
9506,CVLI,Homicídio,24/07/2014,12:00,Maceió,Santos Dumont,Masculino,Parda,16,PAF,Local Público
9508,CVLI,Homicídio,24/07/2014,12:29,Branquinha,Zona Rural,Masculino,Parda,53,PAF,Dentro de Casa
9509,CVLI,Homicídio,24/07/2014,13:05,Campo Alegre,Zona Rural,Masculino,Parda,,PAF,Local Público
9517,CVLI,Homicídio,21/06/2014,18:45,Maceió,Cidade Universitária,Masculino,Parda,19,PAF,Imediações de Casa
23941,CVLI,Homicídio,10/01/2018,19:37,Maceió,Benedito Bentes,Masculino,Preta,50,PAF/B,Imediações de Casa
9524,CVLI,Homicídio,24/07/2014,22:00,Arapiraca,Bom Sucesso,Masculino,Parda,22,PAF,Plantação
9525,CVLI,Homicídio,25/07/2014,19:00,Coruripe,Zona Rural,Masculino,Parda,54,ESPANCAMENTO,Local Público
9526,CVLI,Homicídio,25/07/2014,19:26,Maceió,Tabuleiro do Martins,Masculino,Parda,21,PAF,Via Pública
9528,CVLI,Roubo com Resultado Morte,25/07/2014,11:00,Cacimbinhas,Centro,Masculino,Parda,84,ESPANCAMENTO,Dentro de Casa
9529,CVLI,Homicídio,26/07/2014,01:02,Maceió,Levada,Masculino,Parda,50,ESPANCAMENTO,Via Pública
9530,CVLI,Homicídio,26/07/2014,23:30,Maceió,Tabuleiro do Martins,Masculino,Parda,30,PAF,Local Público
9531,CVLI,Homicídio,27/07/2014,05:00,Monteirópolis,Zona Rural,Masculino,NI,23,PAF,Local Público
9538,CVLI,Homicídio,26/07/2014,02:00,Arapiraca,Ouro Preto,Masculino,Branca,50,PAF,Bar
9540,CVLI,Homicídio,26/07/2014,08:30,Craíbas,Zona Rural,Masculino,Parda,27,ESPANCAMENTO,Local Público
9541,CVLI,Homicídio,26/07/2014,20:00,Jequiá da Praia,Zona Rural,Masculino,Parda,34,PAF,Local Público
9546,CVLI,Homicídio,28/07/2014,00:54,Maceió,Jacintinho,Feminino,Parda,19,PAF,Dentro de Casa
9547,CVLI,Homicídio,28/07/2014,01:40,Coruripe,Centro,Masculino,Parda,21,PAF,Via Pública
9554,CVLI,Homicídio,28/07/2014,10:29,União dos Palmares,Zona Rural,Masculino,Parda,,BRANCA,Via Pública
9555,CVLI,Homicídio,28/07/2014,17:00,Porto Calvo,Zona Rural,Masculino,Preta,21,PAF,Local Público
9561,CVLI,Homicídio,29/07/2014,10:20,Maceió,Farol,Masculino,Parda,29,PAF,Porta de Casa
9562,CVLI,Homicídio,29/07/2014,12:25,Maceió,Pinheiro,Masculino,Parda,28,PAF,Imediações de Casa
9563,CVLI,Homicídio,29/07/2014,13:39,Maceió,Serraria,Masculino,Parda,23,PAF,Via Pública
9564,CVLI,Homicídio,29/07/2014,14:20,Arapiraca,Cavaco,Masculino,Branca,31,PAF,Local Público
9565,CVLI,Homicídio,29/07/2014,12:00,Rio Largo,Zona Rural,Masculino,Parda,19,BRANCA,Via Pública
9566,CVLI,Homicídio,27/07/2014,00:00,Teotônio Vilela,Centro,Masculino,NI,27,PAF,Via Pública
9568,CVLI,Homicídio,27/07/2014,17:00,Atalaia,Zona Rural,Masculino,Parda,19,PAF,Local Público
9569,CVLI,Homicídio,29/07/2014,18:00,Coruripe,Centro,Masculino,Parda,20,PAF,Porta de Casa
9570,CVLI,Homicídio,29/07/2014,21:10,Maceió,Ponta Grossa,Masculino,Parda,19,PAF,Imediações de Casa
9571,CVLI,Homicídio,30/07/2014,02:30,Cajueiro,Centro,Masculino,Parda,22,PAF,Via Pública
9572,CVLI,Homicídio,30/07/2014,15:54,Maceió,Poço,Masculino,Parda,19,PAF,Via Pública
9573,CVLI,Lesão Corporal Seguida de Morte,12/06/2014,00:00,Maceió,Tabuleiro do Martins,Masculino,Parda,17,ESPANCAMENTO,Alojamento
9574,CVLI,Homicídio,30/07/2014,06:30,Maceió,Poço,Masculino,Parda,25,ESPANCAMENTO,Via Pública
9576,CVLI,Homicídio,30/07/2014,21:20,Pilar,Chã do Pilar,Masculino,Parda,19,PAF,Imediações de Casa
9577,CVLI,Homicídio,30/07/2014,19:00,Craíbas,Zona Rural,Masculino,Parda,28,PAF,Dentro de Casa
9578,CVLI,Homicídio,30/07/2014,23:53,Maceió,Barro Duro,Masculino,Preta,17,PAF,Via Pública
6767,CVLI,Homicídio,10/02/2012,21:17,Maceió,Benedito Bentes,Masculino,NI,,PAF,Via Pública
9583,CVLI,Homicídio,31/07/2014,21:10,Marechal Deodoro,Zona Rural,Masculino,Parda,20,PAF,Dentro de Casa
9588,CVLI,Homicídio,01/08/2014,13:00,Maceió,Cidade Universitária,Masculino,Parda,30,PAF,Imediações de Casa
9589,CVLI,Homicídio,01/08/2014,18:51,Maceió,Chã de Bebedouro,Masculino,Parda,22,PAF,Imediações de Casa
9590,CVLI,Homicídio,01/08/2014,19:25,Maceió,Clima Bom,Masculino,Parda,17,PAF,Imediações de Casa
9591,CVLI,Roubo com Resultado Morte,01/08/2014,20:04,Paripueira,Zona Rural,Masculino,Parda,53,PAF,Dentro de Casa
9592,CVLI,Homicídio,01/08/2014,18:50,Arapiraca,Primavera,Masculino,Branca,43,PAF,Porta de Casa
9596,CVLI,Homicídio,01/08/2014,21:20,União dos Palmares,Centro,Masculino,Parda,51,PAF,Dentro de Casa
9598,CVLI,Homicídio,01/08/2014,22:30,Arapiraca,Zélia Barbosa Rocha,Masculino,Parda,17,PAF,Via Pública
9603,CVLI,Roubo com Resultado Morte,02/08/2014,14:00,Arapiraca,Nova Esperança,Masculino,Parda,36,PAF,Via Pública
9604,CVLI,Homicídio,23/04/2012,07:00,Maragogi,Zona Rural,Masculino,NI,,BRANCA,Local Público
9606,CVLI,Homicídio,22/07/2014,00:00,Boca da Mata,Zona Rural,Masculino,Parda,18,PAF,Local Público
9609,CVLI,Homicídio,03/08/2014,11:00,Maceió,Tabuleiro do Martins,Masculino,Parda,22,PAF,Via Pública
9611,CVLI,Homicídio,03/08/2014,18:35,Branquinha,Centro,Masculino,Parda,26,PAF,Via Pública
9612,CVLI,Homicídio,03/08/2014,20:29,Coruripe,Centro,Feminino,Branca,39,PAF,Bar
9613,CVLI,Homicídio,03/08/2014,03:00,Inhapi,Zona Rural,Masculino,Branca,20,BRANCA,Via Pública
9614,CVLI,Homicídio,04/08/2014,01:04,União dos Palmares,Centro,Masculino,Parda,20,PAF,Via Pública
9615,CVLI,Homicídio,02/08/2014,23:30,Campo Alegre,Centro,Feminino,Parda,27,PAF,Via Pública
9619,CVLI,Homicídio,31/07/2014,19:00,Maceió,Jacintinho,Masculino,Parda,16,PAF,Imediações de Casa
9621,CVLI,Homicídio,13/07/2014,19:00,Maceió,Cidade Universitária,Masculino,Parda,18,PAF,Próximo de Casa
9626,CVLI,Roubo com Resultado Morte,04/08/2014,09:00,Carneiros,Zona Rural,Masculino,Parda,33,ESPANCAMENTO,Local Público
9627,CVLI,Homicídio,04/08/2014,12:15,Maceió,Feitosa,Masculino,Parda,36,PAF,Porta de Casa
9628,CVLI,Homicídio,04/08/2014,11:20,São José da Laje,Centro,Masculino,Branca,22,PAF,Via Pública
9629,CVLI,Homicídio,04/08/2014,19:53,Satuba,Zona Rural,Masculino,Parda,24,ATROPELAMENTO,Via Pública
9631,CVLI,Homicídio,05/08/2014,20:00,União dos Palmares,Roberto Correia de Araújo,Masculino,Parda,24,PAF,Via Pública
9633,CVLI,Homicídio,06/08/2014,09:40,Arapiraca,Primavera,Masculino,Parda,20,PAF,Via Pública
9636,CVLI,Homicídio,05/08/2014,07:20,Olho d Água das Flores,Centro,Masculino,Parda,26,PAF,Via Pública
9637,CVLI,Roubo com Resultado Morte,23/07/2014,12:20,Maceió,Feitosa,Masculino,Parda,69,PAF,Estabelecimento
9645,CVLI,Homicídio,06/08/2014,20:15,Marechal Deodoro,Centro,Masculino,Parda,32,PAF,Próximo de Casa
9646,CVLI,Homicídio,07/08/2014,06:00,Marechal Deodoro,Zona Rural,Masculino,Parda,19,PAF,Local Público
9647,CVLI,Homicídio,07/08/2014,20:00,Japaratinga,Zona Rural,Masculino,Parda,42,BRANCA,Local Público
56155,CVLI,Homicídio,10/02/2024,00:28,Maceió,Benedito Bentes,Masculino,Parda,27,PAF,Via Pública
9649,CVLI,Homicídio,08/08/2014,16:30,Olho d Água das Flores,Centro,Masculino,Branca,41,PAF,Via Pública
9650,CVLI,Homicídio,08/08/2014,18:30,Santa Luzia do Norte,Zona Rural,Masculino,Parda,29,PAF,Próximo de Casa
9652,CVLI,Homicídio,08/08/2014,11:30,Arapiraca,Manoel Teles,Masculino,Parda,28,PAF,Dentro de Casa
9658,CVLI,Roubo com Resultado Morte,08/08/2014,18:30,Arapiraca,Povoado Capim,Masculino,Parda,45,PAF,Via Pública
9659,CVLI,Homicídio,09/08/2014,08:00,Coruripe,Centro,Masculino,Parda,56,PAF,Local Público
9660,CVLI,Homicídio,09/08/2014,15:58,Maceió,Tabuleiro do Martins,Masculino,Parda,35,PAF,Imediações de Casa
9661,CVLI,Homicídio,08/08/2014,16:30,Olho d Água das Flores,Centro,Masculino,Branca,32,PAF,Via Pública
9666,CVLI,Homicídio,09/08/2014,19:39,Maceió,Feitosa,Masculino,Parda,18,PAF,Via Pública
9667,CVLI,Homicídio,09/08/2014,19:15,Maceió,Chã de Bebedouro,Masculino,Parda,18,PAF,Imediações de Casa
9668,CVLI,Homicídio,09/08/2014,16:48,Coqueiro Seco,Zona Rural,Masculino,Parda,42,PAF/B,Imediações de Casa
9669,CVLI,Homicídio,10/08/2014,21:55,Maceió,Pajuçara,Masculino,Parda,28,PAF,Porta de Casa
9670,CVLI,Homicídio,10/08/2014,05:00,Campo Alegre,Zona Rural,Feminino,Branca,23,ESPANCAMENTO,Local Público
9671,CVLI,Homicídio,08/08/2014,17:30,Flexeiras,Zona Rural,Masculino,Parda,22,PAF,Vegetação
9674,CVLI,Homicídio,10/08/2014,19:50,União dos Palmares,Zona Rural,Masculino,Parda,,PAF,Local Público
9675,CVLI,Homicídio,11/08/2014,00:10,Palmeira dos Índios,São Francisco,Masculino,Branca,19,PAF,Via Pública
9680,CVLI,Homicídio,10/08/2014,17:00,Major Isidoro,Zona Rural,Masculino,Parda,30,PAF,Local Público
9683,CVLI,Homicídio,12/08/2014,18:00,São Miguel dos Milagres,Centro,Feminino,Branca,21,BRANCA,Via Pública
9684,CVLI,Homicídio,12/08/2014,23:10,Arapiraca,Zélia Barbosa Rocha,Masculino,Parda,18,PAF,Dentro de Casa
9686,CVLI,Homicídio,11/08/2014,11:23,Maceió,Trapiche da Barra,Masculino,Parda,21,PAF,Via Pública
9687,CVLI,Homicídio,13/08/2014,11:00,Maceió,Fernão Velho,Masculino,Parda,16,PAF,Porta de Casa
9690,CVLI,Homicídio,13/08/2014,17:50,Atalaia,Zona Rural,Masculino,Parda,16,PAF/B,Plantação
9691,CVLI,Homicídio,14/08/2014,12:15,Piaçabuçu,Zona Rural,Masculino,Parda,56,PAF,Via Pública
9692,CVLI,Homicídio,14/08/2014,12:15,Piaçabuçu,Zona Rural,Masculino,Parda,34,PAF,Via Pública
9699,CVLI,Homicídio,14/08/2014,22:10,Taquarana,Centro,Masculino,Parda,29,PAF,Via Pública
9700,CVLI,Homicídio,15/08/2014,04:00,Maceió,Poço,Masculino,Parda,17,PAF,Local Público
9701,CVLI,Homicídio,15/08/2014,09:00,Maceió,Chã de Bebedouro,Masculino,Parda,19,PAF,Imediações de Casa
9707,CVLI,Homicídio,15/08/2014,22:02,Maceió,Santos Dumont,Masculino,Parda,55,PAF,Imediações de Casa
9708,CVLI,Homicídio,16/08/2014,00:20,Olho d Água das Flores,Centro,Masculino,Branca,27,PAF,Bar
9709,CVLI,Homicídio,16/08/2014,07:00,Murici,Centro,Masculino,Parda,17,PAF,Dentro de Casa
9711,CVLI,Homicídio,16/08/2014,08:30,Maceió,Ipioca,Masculino,Amarela,52,PAF,Porta de Casa
9712,CVLI,Homicídio,16/08/2014,07:30,Coruripe,Zona Rural,Masculino,Parda,15,BRANCA,Via Pública
9713,CVLI,Homicídio,16/08/2014,12:14,Maceió,Centro,Feminino,Parda,37,PAF,Local Público
9714,CVLI,Homicídio,16/08/2014,18:51,Maceió,Santa Lúcia,Masculino,Parda,20,BRANCA,Local Público
9715,CVLI,Homicídio,16/08/2014,21:00,Teotônio Vilela,Centro,Feminino,Parda,20,BRANCA,Local Público
9716,CVLI,Homicídio,16/08/2014,23:00,Arapiraca,Manoel Teles,Masculino,Parda,24,PAF,Via Pública
9717,CVLI,Homicídio,17/08/2014,02:30,Maceió,Tabuleiro do Martins,Masculino,Parda,,PAF,Via Pública
9721,CVLI,Homicídio,16/08/2014,03:50,Rio Largo,Mata do Rolo,Masculino,Parda,5,ESPANCAMENTO,Dentro de Casa
9727,CVLI,Homicídio,17/08/2014,15:30,Maceió,Santa Amélia,Masculino,Preta,16,PAF,Local Público
9728,CVLI,Homicídio,17/08/2014,17:28,Maceió,Jacintinho,Masculino,Parda,34,PAF,Imediações de Casa
9729,CVLI,Homicídio,16/08/2014,19:00,Arapiraca,Olho d Água dos Cazuzinhos,Masculino,Parda,21,PAF,Local Público
9730,CVLI,Homicídio,17/08/2014,22:00,Maceió,Prado,Masculino,Amarela,39,LINCHAMENTO,Via Pública
9731,CVLI,Homicídio,18/08/2014,00:48,Maceió,Cidade Universitária,Masculino,Parda,26,PAF,Via Pública
9732,CVLI,Homicídio,18/08/2014,05:30,Maceió,Clima Bom,Masculino,Amarela,17,ESPANCAMENTO,Via Pública
9737,CVLI,Homicídio,16/08/2014,10:00,Canapi,Zona Rural,Masculino,NI,39,PAF,Via Pública
9738,CVLI,Homicídio,18/08/2014,19:00,Rio Largo,Tabuleiro do Pinto,Masculino,Branca,17,PAF,Porta de Casa
9739,CVLI,Homicídio,18/08/2014,19:40,Chã Preta,Centro,Masculino,Parda,27,NI,Via Pública
9740,CVLI,Homicídio,19/08/2014,05:00,Rio Largo,Zona Rural,Masculino,Parda,15,BRANCA,Via Pública
9741,CVLI,Homicídio,19/08/2014,07:52,Piaçabuçu,Zona Rural,Masculino,Parda,42,BRANCA,Via Pública
9745,CVLI,Homicídio,19/08/2014,23:54,Rio Largo,Centro,Masculino,Parda,31,PAF,Via Pública
9746,CVLI,Homicídio,20/08/2014,07:58,Rio Largo,Mata do Rolo,Masculino,Parda,17,PAF,Imediações de Casa
9747,CVLI,Homicídio,20/08/2014,14:07,Dois Riachos,Centro,Masculino,NI,43,PAF,Porta de Casa
9749,CVLI,Homicídio,20/08/2014,16:22,Maceió,Jacintinho,Masculino,Parda,25,PAF,Próximo de Casa
9750,CVLI,Homicídio,20/08/2014,19:30,Maceió,Santos Dumont,Masculino,Parda,21,PAF,Imediações de Casa
9751,CVLI,Homicídio,21/08/2014,20:40,Delmiro Gouveia,Centro,Masculino,Parda,38,PAF,Porta de Casa
9753,CVLI,Homicídio,21/08/2014,18:38,Maceió,Prado,Masculino,Parda,23,PAF,Via Pública
9755,CVLI,Homicídio,20/08/2014,16:00,Jequiá da Praia,Centro,Feminino,Parda,27,BRANCA,Próximo de Casa
9758,CVLI,Homicídio,21/08/2014,20:00,São José da Laje,Centro,Masculino,Parda,18,PAF,Via Pública
9759,CVLI,Homicídio,21/08/2014,20:40,Arapiraca,Primavera,Masculino,Parda,19,PAF,Via Pública
9760,CVLI,Homicídio,22/08/2014,01:00,Delmiro Gouveia,Centro,Masculino,Branca,64,ESPANCAMENTO,Dentro de Casa
9761,CVLI,Homicídio,22/08/2014,19:42,Maceió,Prado,Masculino,Parda,29,PAF,Via Pública
9762,CVLI,Homicídio,22/08/2014,17:40,Maceió,Jacintinho,Masculino,Parda,39,PAF,Porta de Casa
9763,CVLI,Homicídio,22/08/2014,14:00,Pilar,Chã do Pilar,Masculino,Parda,33,PAF,Próximo de Casa
9765,CVLI,Homicídio,22/08/2014,20:30,Matriz de Camaragibe,Centro,Masculino,Parda,25,PAF,Via Pública
9766,CVLI,Homicídio,23/08/2014,01:40,Ouro Branco,Centro,Masculino,Parda,30,PAF,Via Pública
9767,CVLI,Homicídio,23/08/2014,02:40,Maceió,Chã da Jaqueira,Masculino,Parda,54,BRANCA,Próximo de Casa
9768,CVLI,Roubo com Resultado Morte,23/08/2014,10:30,Arapiraca,Primavera,Masculino,Parda,77,PAF,Via Pública
9774,CVLI,Homicídio,22/08/2014,20:00,Santana do Ipanema,Centro,Masculino,Branca,19,PAF,Dentro de Casa
9779,CVLI,Homicídio,10/08/2014,02:00,Campo Alegre,Zona Rural,Masculino,NI,,PAF,Via Pública
3875,CVLI,Homicídio,10/03/2013,17:01,Maceió,Benedito Bentes,Masculino,Parda,19,PAF,Terreno Baldio
9783,CVLI,Homicídio,23/08/2014,21:30,Penedo,Centro,Masculino,Parda,22,PAF,Via Pública
9784,CVLI,Homicídio,24/08/2014,03:30,Lagoa da Canoa,Zona Rural,Masculino,Parda,34,PAF,Bar
9790,CVLI,Homicídio,23/08/2014,17:10,Santana do Ipanema,Centro,Masculino,Parda,42,PAF,Via Pública
9791,CVLI,Homicídio,23/08/2014,15:00,São José da Tapera,Centro,Masculino,Parda,29,PAF,Local Público
9797,CVLI,Homicídio,24/08/2014,03:00,Santana do Ipanema,Zona Rural,Masculino,Branca,45,PAF,Porta de Casa
9798,CVLI,Homicídio,24/08/2014,03:00,Santana do Ipanema,Zona Rural,Masculino,Parda,20,PAF,Dentro de Casa
9803,CVLI,Homicídio,26/08/2014,14:48,Coruripe,Centro,Masculino,Parda,23,PAF,Via Pública
9804,CVLI,Homicídio,25/08/2014,23:00,Maceió,Clima Bom,Feminino,Parda,40,INTOXICAÇÃO,Dentro de Casa
9805,CVLI,Homicídio,25/08/2014,06:40,São José da Tapera,Zona Rural,Masculino,Parda,24,NI,Via Pública
9810,CVLI,Homicídio,26/08/2014,21:14,Maceió,Mutange,Masculino,Parda,16,PAF,Via Pública
9811,CVLI,Homicídio,26/08/2014,21:14,Maceió,Mutange,Masculino,Parda,16,PAF,Via Pública
9814,CVLI,Homicídio,27/08/2014,13:30,Murici,Zona Rural,Masculino,Branca,49,PAF,Local Público
9815,CVLI,Homicídio,27/08/2014,17:05,Satuba,Centro,Masculino,Parda,31,PAF,Via Pública
9816,CVLI,Homicídio,27/08/2014,20:00,Arapiraca,Cacimbas,Masculino,Branca,19,PAF,Interior de Residência
9817,CVLI,Homicídio,24/08/2014,19:00,Santana do Ipanema,Centro,Feminino,Parda,17,PAF,Próximo de Casa
9818,CVLI,Homicídio,25/08/2014,02:10,Coruripe,Centro,Masculino,Parda,32,PAF,Dentro de Casa
9821,CVLI,Homicídio,27/08/2014,22:00,União dos Palmares,Alto do Cruzeiro,Feminino,Branca,23,PAF,Boate
9822,CVLI,Homicídio,28/08/2014,09:04,Anadia,Zona Rural,Masculino,Parda,17,PAF,Local Público
9823,CVLI,Homicídio,28/08/2014,16:30,Rio Largo,Mata do Rolo,Masculino,Parda,34,PAF,Imediações de Casa
9824,CVLI,Homicídio,28/08/2014,06:40,Traipu,Zona Rural,Masculino,Parda,51,BRANCA,Local Público
9826,CVLI,Homicídio,19/08/2014,19:30,Maceió,Tabuleiro do Martins,Masculino,Parda,15,ESPANCAMENTO,Via Pública
9830,CVLI,Homicídio,28/08/2014,13:04,Marechal Deodoro,Centro,Masculino,Parda,15,PAF,Via Pública
9832,CVLI,Homicídio,29/08/2014,14:46,Maceió,Jacintinho,Masculino,Parda,36,PAF,Bar
9834,CVLI,Roubo com Resultado Morte,29/08/2014,16:35,Viçosa,Zona Rural,Masculino,Parda,63,PAF,Via Pública
