ID_CONTROLE,SUBJETIVIDADE,SUBJETIVIDADE COMPLEMENTAR,DATA DO FATO,HORA DO FATO,CIDADE DO FATO,BAIRRO DO FATO,SEXO DA VITIMA,COR/RACA DA VITIMA,IDADE DA VITIMA,INSTRUMENTO UTILIZADO,LOCAL DO FATO
6782,CVLI,Homicídio,02/12/2013,22:03,Maceió,Vergel do Lago,Masculino,Parda,15,PAF,Via Pública
7417,CVLI,Homicídio,17/01/2014,21:30,Maceió,Benedito Bentes,Masculino,Parda,53,PAF,Dentro de Casa
7365,CVLI,Homicídio,25/12/2013,00:00,Maceió,Vergel do Lago,Masculino,Parda,27,PAF,Bar
7407,CVLI,Homicídio,16/01/2014,22:04,Maceió,Vergel do Lago,Masculino,Parda,18,PAF,Imediações de Casa
6707,CVLI,Homicídio,28/11/2013,19:00,Maceió,Vergel do Lago,Masculino,NI,34,PAF,Local Público
6714,CVLI,Roubo com Resultado Morte,29/11/2013,09:30,Maceió,Benedito Bentes,Masculino,Parda,25,PAF,Imediações de Casa
6734,CVLI,Homicídio,30/11/2013,17:40,Maceió,Benedito Bentes,Masculino,Parda,51,PAF,Dentro de Casa
6992,CVLI,Homicídio,20/12/2013,21:10,Maceió,Benedito Bentes,Masculino,Parda,28,PAF,Porta de Casa
6973,CVLI,Homicídio,18/12/2013,06:00,Maceió,Vergel do Lago,Masculino,Parda,57,PAF,Via Pública
6985,CVLI,Homicídio,19/12/2013,21:44,Maceió,Benedito Bentes,Masculino,Parda,42,PAF,Via Pública
6917,CVLI,Homicídio,14/12/2013,21:16,Maceió,Benedito Bentes,Masculino,Parda,14,PAF,Próximo de Casa
8128,CVLI,Homicídio,18/03/2014,00:00,Maceió,Benedito Bentes,Masculino,Branca,33,BRANCA,Dentro de Casa
7236,CVLI,Homicídio,04/01/2014,19:00,Maceió,Benedito Bentes,Masculino,Parda,29,PAF,Via Pública
7256,CVLI,Homicídio,05/01/2014,15:20,Maceió,Benedito Bentes,Masculino,Parda,29,PAF,Dentro de Casa
6641,CVLI,Homicídio,23/11/2013,13:03,Maceió,Benedito Bentes,Masculino,Parda,24,PAF,Imediações de Casa
6620,CVLI,Homicídio,20/11/2013,20:30,Maceió,Benedito Bentes,Masculino,NI,19,PAF,Imediações de Casa
6893,CVLI,Homicídio,12/12/2013,21:30,Maceió,Vergel do Lago,Masculino,Parda,28,PAF,Próximo de Casa
7218,CVLI,Homicídio,03/01/2014,19:00,Maceió,Vergel do Lago,Masculino,Parda,19,PAF,Próximo de Casa
6840,CVLI,Homicídio,09/12/2013,10:05,Maceió,Vergel do Lago,Masculino,Parda,34,PAF,Imediações de Casa
7502,CVLI,Homicídio,26/01/2014,07:04,Maceió,Benedito Bentes,Masculino,Parda,41,PAF,Imediações de Casa
6848,CVLI,Homicídio,09/12/2013,18:09,Maceió,Benedito Bentes,Masculino,Parda,19,PAF,Porta de Casa
7178,CVLI,Homicídio,01/01/2014,01:14,Maceió,Benedito Bentes,Masculino,Parda,20,PAF,Próximo de Casa
7153,CVLI,Homicídio,28/12/2013,11:17,Maceió,Vergel do Lago,Masculino,Parda,24,PAF,Via Pública
7496,CVLI,Homicídio,25/01/2014,20:00,Maceió,Vergel do Lago,Masculino,Parda,22,PAF,Imediações de Casa
6594,CVLI,Homicídio,18/11/2013,09:40,Maceió,Vergel do Lago,Masculino,Parda,33,ESPANCAMENTO,Via Pública
6596,CVLI,Homicídio,03/10/2013,22:00,Maceió,Benedito Bentes,Masculino,Parda,27,PAF,Imediações de Casa
6527,CVLI,Homicídio,14/11/2013,13:23,Maceió,Vergel do Lago,Masculino,Parda,17,PAF,Dentro de Casa
6888,CVLI,Homicídio,12/12/2013,14:45,Maceió,Benedito Bentes,Masculino,Parda,16,PAF,Imediações de Casa
7972,CVLI,Homicídio,06/03/2014,01:30,Maceió,Benedito Bentes,Masculino,Parda,29,PAF,Bar
8186,CVLI,Homicídio,25/03/2014,21:48,Maceió,Vergel do Lago,Masculino,Parda,18,ESPANCAMENTO,Via Pública
7979,CVLI,Homicídio,03/03/2014,21:30,Maceió,Benedito Bentes,Masculino,Parda,18,PAF,Via Pública
8212,CVLI,Homicídio,27/03/2014,21:29,Maceió,Benedito Bentes,Masculino,Parda,28,PAF,Via Pública
8199,CVLI,Homicídio,25/03/2014,00:00,Maceió,Vergel do Lago,Masculino,Parda,22,PAF/B,Imediações de Casa
7644,CVLI,Homicídio,09/02/2014,07:00,Maceió,Benedito Bentes,Masculino,Parda,39,BRANCA,Dentro de Casa
8523,CVLI,Homicídio,21/04/2014,19:00,Maceió,Benedito Bentes,Masculino,Parda,35,PAF,Dentro de Casa
8530,CVLI,Homicídio,22/04/2014,21:10,Maceió,Vergel do Lago,Masculino,Parda,18,PAF,NI
8185,CVLI,Estupro com Resultado Morte,25/03/2014,21:01,Maceió,Vergel do Lago,Feminino,Parda,14,OUTROS,Próximo de Casa
8171,CVLI,Homicídio,23/03/2014,01:00,Maceió,Vergel do Lago,Masculino,Parda,21,PAF,Imediações de Casa
7881,CVLI,Homicídio,25/02/2014,18:00,Maceió,Benedito Bentes,Masculino,Parda,23,PAF,Imediações de Casa
8158,CVLI,Homicídio,22/03/2014,20:07,Maceió,Benedito Bentes,Masculino,Branca,22,PAF,Imediações de Casa
8139,CVLI,Homicídio,20/03/2014,16:00,Maceió,Vergel do Lago,Masculino,Parda,41,ESPANCAMENTO,Via Pública
8391,CVLI,Homicídio,11/04/2014,21:40,Maceió,Benedito Bentes,Masculino,Parda,41,PAF,Próximo de Casa
8392,CVLI,Homicídio,11/04/2014,21:30,Maceió,Benedito Bentes,Feminino,Parda,19,PAF/B,Via Pública
8439,CVLI,Homicídio,15/04/2014,14:50,Maceió,Vergel do Lago,Masculino,Preta,19,PAF,Próximo de Casa
8394,CVLI,Homicídio,12/04/2014,11:09,Maceió,Benedito Bentes,Masculino,Branca,20,PAF,Imediações de Casa
7635,CVLI,Homicídio,07/02/2014,20:59,Maceió,Vergel do Lago,Masculino,Parda,22,PAF,Via Pública
7636,CVLI,Homicídio,06/02/2014,20:52,Maceió,Benedito Bentes,Masculino,Parda,22,PAF,Imediações de Casa
8683,CVLI,Homicídio,03/05/2014,18:42,Maceió,Benedito Bentes,Masculino,Parda,20,ESPANCAMENTO,Imediações de Casa
7621,CVLI,Homicídio,07/02/2014,16:10,Maceió,Vergel do Lago,Masculino,Parda,22,PAF,Via Pública
7622,CVLI,Homicídio,07/02/2014,18:26,Maceió,Benedito Bentes,Masculino,Parda,16,PAF,Via Pública
7916,CVLI,Homicídio,28/02/2014,03:00,Maceió,Vergel do Lago,Masculino,Parda,41,BRANCA,Local Público
7849,CVLI,Homicídio,23/02/2014,11:00,Maceió,Benedito Bentes,Masculino,Parda,20,PAF,Próximo de Casa
7895,CVLI,Homicídio,26/02/2014,13:30,Maceió,Benedito Bentes,Masculino,Parda,24,PAF,Dentro de Casa
9244,CVLI,Homicídio,28/06/2014,21:40,Maceió,Benedito Bentes,Masculino,Parda,31,PAF,Imediações de Casa
8335,CVLI,Estupro com Resultado Morte,06/04/2014,18:54,Maceió,Benedito Bentes,Feminino,Parda,7,BRANCA,Próximo de Casa
7250,CVLI,Homicídio,03/01/2014,19:00,Maceió,Vergel do Lago,Masculino,Parda,21,PAF,Próximo de Casa
8091,CVLI,Homicídio,15/03/2014,04:12,Maceió,Benedito Bentes,Masculino,Parda,38,ESPANCAMENTO,Terreno Baldio
8971,CVLI,Homicídio,31/05/2014,03:00,Maceió,Benedito Bentes,Masculino,Parda,21,BRANCA,Local Público
8247,CVLI,Homicídio,30/03/2014,16:13,Maceió,Benedito Bentes,Masculino,NI,26,PAF,Via Pública
8010,CVLI,Homicídio,04/03/2014,20:00,Maceió,Benedito Bentes,Masculino,Preta,15,ESPANCAMENTO,Imediações de Casa
8834,CVLI,Homicídio,18/05/2014,22:00,Maceió,Benedito Bentes,Masculino,Parda,17,PAF,Dentro de Casa
9648,CVLI,Homicídio,08/08/2014,12:49,Maceió,Vergel do Lago,Masculino,Parda,20,PAF,Imediações de Casa
8797,CVLI,Homicídio,15/05/2014,21:50,Maceió,Benedito Bentes,Masculino,Parda,21,PAF,Próximo de Casa
9089,CVLI,Homicídio,13/06/2014,01:20,Maceió,Benedito Bentes,Masculino,Parda,22,BRANCA,Imediações de Casa
9372,CVLI,Homicídio,13/07/2014,17:14,Maceió,Vergel do Lago,Masculino,Parda,24,PAF,Imediações de Casa
8986,CVLI,Homicídio,01/06/2014,03:00,Maceió,Vergel do Lago,Masculino,Parda,16,PAF,Via Pública
8712,CVLI,Homicídio,08/05/2014,02:00,Maceió,Benedito Bentes,Masculino,Parda,32,PAF,Dentro de Casa
8992,CVLI,Homicídio,01/06/2014,18:46,Maceió,Benedito Bentes,Masculino,Parda,43,PAF,Imediações de Casa
8993,CVLI,Homicídio,01/06/2014,19:30,Maceió,Benedito Bentes,Masculino,Parda,24,PAF,Bar
8949,CVLI,Homicídio,28/05/2014,20:51,Maceió,Benedito Bentes,Masculino,Parda,27,PAF,Próximo de Casa
9523,CVLI,Roubo com Resultado Morte,25/07/2014,11:00,Maceió,Benedito Bentes,Masculino,Parda,51,PAF,Via Pública
9488,CVLI,Homicídio,21/07/2014,23:20,Maceió,Vergel do Lago,Masculino,Parda,28,PAF,Local Público
10091,CVLI,Homicídio,22/09/2014,13:00,Maceió,Vergel do Lago,Masculino,Parda,19,PAF,Local Público
50917,CVLI,Homicídio,16/11/2022,19:40,Maceió,Benedito Bentes,Masculino,Parda,20,PAF,Via Pública
9782,CVLI,Homicídio,23/08/2014,19:35,Maceió,Benedito Bentes,Masculino,Parda,16,PAF,Via Pública
8904,CVLI,Homicídio,25/05/2014,23:24,Maceió,Vergel do Lago,Masculino,Parda,19,PAF,Imediações de Casa
9139,CVLI,Homicídio,17/06/2014,22:00,Maceió,Vergel do Lago,Masculino,Parda,17,PAF,Próximo de Casa
8862,CVLI,Homicídio,22/05/2014,07:24,Maceió,Vergel do Lago,Masculino,Parda,22,NI,Imediações de Casa
8864,CVLI,Homicídio,22/05/2014,14:23,Maceió,Benedito Bentes,Masculino,Parda,23,PAF,Imediações de Casa
10180,CVLI,Homicídio,30/09/2014,20:35,Maceió,Benedito Bentes,Masculino,Parda,18,PAF,Imediações de Casa
10471,CVLI,Homicídio,29/10/2014,11:07,Maceió,Vergel do Lago,Masculino,Parda,24,PAF,Imediações de Casa
9958,CVLI,Homicídio,09/09/2014,10:30,Maceió,Benedito Bentes,Masculino,Parda,24,PAF,Imediações de Casa
10419,CVLI,Homicídio,26/10/2014,19:30,Maceió,Benedito Bentes,Masculino,Parda,41,PAF,Dentro de Casa
10689,CVLI,Homicídio,12/11/2014,18:53,Maceió,Vergel do Lago,Masculino,Parda,41,PAF,Imediações de Casa
9887,CVLI,Homicídio,02/09/2014,22:00,Maceió,Benedito Bentes,Masculino,Parda,26,PAF,Dentro de Casa
9869,CVLI,Homicídio,01/09/2014,18:47,Maceió,Benedito Bentes,Masculino,Branca,58,PAF,Imediações de Casa
9892,CVLI,Homicídio,01/09/2014,18:47,Maceió,Benedito Bentes,Masculino,Parda,42,PAF,Imediações de Casa
10153,CVLI,Homicídio,28/09/2014,13:45,Maceió,Benedito Bentes,Masculino,Parda,22,PAF,Via Pública
10102,CVLI,Homicídio,22/09/2014,13:00,Maceió,Benedito Bentes,Masculino,Parda,28,PAF,Local Público
10132,CVLI,Homicídio,25/09/2014,16:30,Maceió,Vergel do Lago,Feminino,Parda,76,BRANCA,Dentro de Casa
10403,CVLI,Homicídio,22/10/2014,23:03,Maceió,Benedito Bentes,Masculino,Parda,40,PAF,Imediações de Casa
11225,CVLI,Homicídio,03/01/2015,19:30,Maceió,Benedito Bentes,Masculino,Parda,18,PAF,Imediações de Casa
11217,CVLI,Homicídio,01/01/2015,11:02,Maceió,Benedito Bentes,Masculino,Parda,17,PAF,Imediações de Casa
10343,CVLI,Homicídio,17/10/2014,22:10,Maceió,Benedito Bentes,Masculino,Parda,22,PAF,Imediações de Casa
10582,CVLI,Homicídio,07/11/2014,19:31,Maceió,Benedito Bentes,Masculino,Parda,27,PAF,Local de Trabalho
10603,CVLI,Homicídio,09/11/2014,03:45,Maceió,Benedito Bentes,Masculino,Parda,21,ESPANCAMENTO,Via Pública
10876,CVLI,Homicídio,05/12/2014,20:00,Maceió,Vergel do Lago,Masculino,Preta,19,PAF,Imediações de Casa
10878,CVLI,Homicídio,05/12/2014,23:05,Maceió,Benedito Bentes,Masculino,Parda,42,PAF,Imediações de Casa
10246,CVLI,Homicídio,05/10/2014,17:30,Maceió,Benedito Bentes,Masculino,Parda,34,PAF,Imediações de Casa
10269,CVLI,Homicídio,09/10/2014,15:07,Maceió,Benedito Bentes,Masculino,Parda,17,PAF,Imediações de Casa
10851,CVLI,Homicídio,01/12/2014,20:50,Maceió,Benedito Bentes,Masculino,Parda,35,PAF,Imediações de Casa
10806,CVLI,Homicídio,25/11/2014,14:00,Maceió,Benedito Bentes,Masculino,Parda,NI,PAF,Local Público
10864,CVLI,Homicídio,04/12/2014,18:00,Maceió,Benedito Bentes,Masculino,Parda,23,PAF,Imediações de Casa
10021,CVLI,Homicídio,15/09/2014,19:30,Maceió,Benedito Bentes,Masculino,Parda,19,PAF/B,Imediações de Casa
9973,CVLI,Homicídio,10/09/2014,19:30,Maceió,Benedito Bentes,Masculino,Parda,31,PAF,Via Pública
10287,CVLI,Homicídio,12/10/2014,16:50,Maceió,Vergel do Lago,Masculino,Parda,25,PAF,Via Pública
11056,CVLI,Roubo com Resultado Morte,19/12/2014,20:00,Maceió,Benedito Bentes,Masculino,Parda,43,PAF,Via Pública
11048,CVLI,Homicídio,21/12/2014,00:45,Maceió,Vergel do Lago,Masculino,Parda,18,PAF,Imediações de Casa
11369,CVLI,Homicídio,15/01/2015,13:43,Maceió,Benedito Bentes,Masculino,Amarela,15,PAF,Imediações de Casa
11627,CVLI,Homicídio,03/02/2015,20:24,Maceió,Benedito Bentes,Masculino,Parda,21,ESPANCAMENTO,Imediações de Casa
11593,CVLI,Homicídio,02/02/2015,11:00,Maceió,Benedito Bentes,Masculino,Parda,22,PAF,Dentro de Casa
10973,CVLI,Homicídio,14/12/2014,02:30,Maceió,Benedito Bentes,Masculino,Parda,35,PAF,Imediações de Casa
11280,CVLI,Homicídio,07/01/2015,20:45,Maceió,Vergel do Lago,Masculino,Parda,16,PAF,Imediações de Casa
11284,CVLI,Homicídio,08/01/2015,12:25,Maceió,Benedito Bentes,Masculino,Parda,31,PAF,Dentro de Casa
11249,CVLI,Roubo com Resultado Morte,04/01/2015,17:00,Maceió,Benedito Bentes,Masculino,Parda,40,PAF,Local Público
11270,CVLI,Homicídio,06/01/2015,18:30,Maceió,Benedito Bentes,Masculino,Parda,20,PAF,Próximo de Casa
11884,CVLI,Homicídio,21/02/2015,18:00,Maceió,Benedito Bentes,Masculino,Parda,20,PAF,Via Pública
11537,CVLI,Homicídio,29/01/2015,19:15,Maceió,Vergel do Lago,Masculino,Parda,16,PAF,Via Pública
11558,CVLI,Homicídio,31/01/2015,09:52,Maceió,Benedito Bentes,Masculino,Parda,19,PAF,Cova Rasa
11778,CVLI,Homicídio,20/02/2015,22:25,Maceió,Benedito Bentes,Feminino,Parda,31,BRANCA,Imediações de Casa
10948,CVLI,Homicídio,11/12/2014,21:29,Maceió,Benedito Bentes,Masculino,Parda,20,PAF,Local Público
10953,CVLI,Homicídio,10/12/2014,22:00,Maceió,Benedito Bentes,Feminino,Parda,NI,PAF,Plantação
12246,CVLI,Homicídio,21/03/2015,17:37,Maceió,Benedito Bentes,Feminino,Parda,18,PAF,Bar
12591,CVLI,Homicídio,13/04/2015,20:13,Maceió,Benedito Bentes,Feminino,Parda,27,PAF,Porta de Casa
11171,CVLI,Homicídio,03/01/2015,15:34,Maceió,Benedito Bentes,Masculino,Parda,38,PAF/B,Porta de Casa
13088,CVLI,Homicídio,06/06/2015,13:00,Maceió,Benedito Bentes,Masculino,Parda,28,PAF,Porta de Casa
11456,CVLI,Homicídio,23/01/2015,16:40,Maceió,Vergel do Lago,Masculino,Parda,45,PAF,Imediações de Casa
12170,CVLI,Homicídio,11/03/2015,23:30,Maceió,Benedito Bentes,Masculino,Parda,15,PAF,Dentro de Casa
12156,CVLI,Homicídio,09/03/2015,16:04,Maceió,Benedito Bentes,Masculino,Parda,49,PAF,Imediações de Casa
11659,CVLI,Homicídio,08/02/2015,19:30,Maceió,Benedito Bentes,Masculino,Parda,19,BRANCA,Imediações de Casa
12123,CVLI,Homicídio,06/03/2015,22:35,Maceió,Vergel do Lago,Masculino,Branca,51,PAF,Porta de Casa
12131,CVLI,Homicídio,07/03/2015,11:00,Maceió,Benedito Bentes,Masculino,Preta,29,PAF,Imediações de Casa
11117,CVLI,Homicídio,26/12/2014,15:26,Maceió,Benedito Bentes,Masculino,Parda,18,PAF/B,Imediações de Casa
11138,CVLI,Homicídio,27/12/2014,17:28,Maceió,Benedito Bentes,Masculino,Parda,61,BRANCA,Porta de Casa
11119,CVLI,Homicídio,26/12/2014,19:20,Maceió,Benedito Bentes,Masculino,Parda,NI,PAF,Via Pública
11104,CVLI,Homicídio,25/12/2014,04:33,Maceió,Benedito Bentes,Masculino,NI,32,PAF,Imediações de Casa
12700,CVLI,Homicídio,24/04/2015,19:38,Maceió,Vergel do Lago,Masculino,Parda,33,PAF,Próximo de Casa
12693,CVLI,Homicídio,24/04/2015,19:45,Maceió,Benedito Bentes,Masculino,Parda,44,PAF,Imediações de Casa
12730,CVLI,Homicídio,27/04/2015,13:09,Maceió,Benedito Bentes,Masculino,Parda,23,PAF,Via Pública
12964,CVLI,Homicídio,22/05/2015,16:00,Maceió,Benedito Bentes,Masculino,Branca,28,PAF,Via Pública
12956,CVLI,Homicídio,20/05/2015,18:07,Maceió,Benedito Bentes,Feminino,NI,21,PAF,Local Público
13197,CVLI,Homicídio,17/06/2015,13:00,Maceió,Benedito Bentes,Masculino,Parda,31,PAF,Via Pública
13207,CVLI,Homicídio,18/06/2015,17:54,Maceió,Vergel do Lago,Masculino,Parda,21,PAF,Imediações de Casa
12351,CVLI,Homicídio,31/03/2015,09:00,Maceió,Benedito Bentes,Masculino,Parda,17,PAF,Dentro de Casa
12378,CVLI,Homicídio,03/04/2015,10:30,Maceió,Benedito Bentes,Masculino,Parda,21,PAF,Imediações de Casa
12328,CVLI,Homicídio,29/03/2015,03:21,Maceió,Benedito Bentes,Masculino,Parda,24,PAF,Imediações de Casa
12329,CVLI,Homicídio,29/03/2015,04:30,Maceió,Benedito Bentes,Masculino,Parda,25,ESPANCAMENTO,Imediações de Casa
13163,CVLI,Homicídio,14/06/2015,18:30,Maceió,Benedito Bentes,Masculino,Parda,25,PAF,Imediações de Casa
14168,CVLI,Homicídio,08/10/2015,22:00,Maceió,Benedito Bentes,Masculino,Parda,17,PAF,Imediações de Casa
14184,CVLI,Homicídio,10/10/2015,20:20,Maceió,Benedito Bentes,Masculino,Preta,16,PAF,Imediações de Casa
14162,CVLI,Homicídio,08/10/2015,07:00,Maceió,Vergel do Lago,Masculino,Parda,46,PAF,Próximo de Casa
14187,CVLI,Homicídio,11/10/2015,09:50,Maceió,Benedito Bentes,Masculino,Parda,24,PAF,Imediações de Casa
13649,CVLI,Homicídio,08/08/2015,23:50,Maceió,Benedito Bentes,Feminino,Parda,28,PAF,Bar
13651,CVLI,Homicídio,08/08/2015,21:10,Maceió,Vergel do Lago,Masculino,Parda,38,PAF,Porta de Casa
13887,CVLI,Homicídio,06/09/2015,17:20,Maceió,Benedito Bentes,Masculino,Parda,46,BRANCA,Via Pública
13657,CVLI,Homicídio,09/08/2015,13:00,Maceió,Benedito Bentes,Masculino,Branca,17,PAF,Imediações de Casa
13658,CVLI,Homicídio,09/08/2015,13:00,Maceió,Benedito Bentes,Masculino,Parda,15,PAF,Imediações de Casa
12779,CVLI,Homicídio,02/05/2015,21:00,Maceió,Benedito Bentes,Masculino,Branca,19,PAF,Imediações de Casa
13046,CVLI,Homicídio,30/05/2015,01:00,Maceió,Benedito Bentes,Masculino,Parda,16,PAF,Local Público
12758,CVLI,Homicídio,30/04/2015,16:16,Maceió,Benedito Bentes,Masculino,Parda,20,PAF,Imediações de Casa
12440,CVLI,Homicídio,09/04/2015,11:48,Maceió,Benedito Bentes,Masculino,Parda,32,PAF,Porta de Casa
13306,CVLI,Homicídio,28/06/2015,01:20,Maceió,Benedito Bentes,Masculino,Parda,26,PAF,Imediações de Casa
12785,CVLI,Homicídio,04/05/2015,08:00,Maceió,Benedito Bentes,Masculino,Parda,23,PAF,Local Público
12401,CVLI,Homicídio,04/04/2015,15:15,Maceió,Benedito Bentes,Feminino,Parda,22,PAF,Via Pública
14320,CVLI,Homicídio,25/10/2015,03:00,Maceió,Benedito Bentes,Masculino,Parda,61,BRANCA,Via Pública
14310,CVLI,Homicídio,24/10/2015,02:20,Maceió,Benedito Bentes,Masculino,Parda,41,BRANCA,Dentro de Casa
14029,CVLI,Homicídio,22/09/2015,19:00,Maceió,Benedito Bentes,Masculino,Parda,24,PAF,Imediações de Casa
14053,CVLI,Homicídio,25/09/2015,10:00,Maceió,Vergel do Lago,Masculino,Branca,22,BRANCA,Lagoa
14253,CVLI,Homicídio,16/10/2015,21:30,Maceió,Benedito Bentes,Masculino,Parda,65,PAF,Dentro de Casa
14224,CVLI,Homicídio,13/10/2015,16:20,Maceió,Benedito Bentes,Masculino,Parda,33,PAF,Local de Trabalho
13481,CVLI,Homicídio,18/07/2015,17:34,Maceió,Benedito Bentes,Masculino,Parda,31,PAF,Imediações de Casa
13437,CVLI,Homicídio,13/07/2015,17:23,Maceió,Vergel do Lago,Masculino,Parda,29,PAF,Via Pública
14950,CVLI,Homicídio,26/12/2015,03:00,Maceió,Benedito Bentes,Masculino,Parda,41,BRANCA,Dentro de Casa
15226,CVLI,Homicídio,22/01/2016,12:30,Maceió,Benedito Bentes,Masculino,Parda,27,PAF,Dentro de Casa
15198,CVLI,Homicídio,19/01/2016,04:00,Maceió,Benedito Bentes,Masculino,Branca,25,PAF,Via Pública
15463,CVLI,Homicídio,14/02/2016,13:20,Maceió,Benedito Bentes,Masculino,Parda,43,PAF,Via Pública
15464,CVLI,Homicídio,14/02/2016,16:00,Maceió,Vergel do Lago,Masculino,Parda,20,PAF/B,Local Público
14394,CVLI,Homicídio,01/11/2015,21:00,Maceió,Benedito Bentes,Masculino,Branca,21,PAF,Imediações de Casa
14395,CVLI,Homicídio,02/11/2015,09:50,Maceió,Vergel do Lago,Masculino,Parda,23,BRANCA,Dentro de Casa
14936,CVLI,Homicídio,24/12/2015,21:20,Maceió,Benedito Bentes,Masculino,Parda,21,PAF,Imediações de Casa
14937,CVLI,Homicídio,24/12/2015,23:00,Maceió,Benedito Bentes,Masculino,Branca,16,BRANCA,Imediações de Casa
13596,CVLI,Homicídio,01/08/2015,10:30,Maceió,Benedito Bentes,Masculino,Parda,22,PAF,Imediações de Casa
13561,CVLI,Homicídio,28/07/2015,17:20,Maceió,Vergel do Lago,Masculino,Parda,54,BRANCA,Dentro de Casa
13806,CVLI,Homicídio,27/08/2015,19:30,Maceió,Benedito Bentes,Masculino,Parda,21,PAF,Imediações de Casa
13814,CVLI,Homicídio,26/08/2015,21:00,Maceió,Benedito Bentes,Masculino,Parda,33,BRANCA,Dentro de Casa
13575,CVLI,Homicídio,30/07/2015,10:35,Maceió,Benedito Bentes,Masculino,Parda,30,PAF,Vegetação
13576,CVLI,Homicídio,30/07/2015,13:09,Maceió,Benedito Bentes,Masculino,Branca,15,PAF,Imediações de Casa
13819,CVLI,Homicídio,29/08/2015,20:40,Maceió,Benedito Bentes,Masculino,Parda,18,PAF/B,Dentro de Casa
13820,CVLI,Homicídio,29/08/2015,20:40,Maceió,Benedito Bentes,Feminino,Parda,20,PAF,Dentro de Casa
14816,CVLI,Homicídio,13/12/2015,18:33,Maceió,Benedito Bentes,Masculino,Parda,29,PAF,Porta de Casa
15331,CVLI,Homicídio,31/01/2016,12:00,Maceió,Benedito Bentes,Masculino,Preta,17,PAF,Via Pública
15332,CVLI,Homicídio,31/01/2016,16:50,Maceió,Benedito Bentes,Masculino,Parda,35,PAF,Próximo de Casa
14777,CVLI,Homicídio,10/12/2015,18:30,Maceió,Benedito Bentes,Masculino,Parda,17,PAF,Próximo de Casa
14563,CVLI,Homicídio,19/11/2015,15:20,Maceió,Benedito Bentes,Masculino,Parda,39,PAF,Imediações de Casa
14564,CVLI,Homicídio,19/11/2015,15:20,Maceió,Benedito Bentes,Masculino,Branca,30,PAF,Próximo de Casa
15034,CVLI,Homicídio,02/01/2016,00:04,Maceió,Vergel do Lago,Masculino,Parda,37,PAF,Imediações de Casa
15023,CVLI,Homicídio,31/12/2015,17:30,Maceió,Vergel do Lago,Masculino,Parda,21,PAF,Imediações de Casa
15264,CVLI,Homicídio,26/01/2016,03:00,Maceió,Benedito Bentes,Masculino,Parda,26,ASFIXIA MECÂNICA,Dentro de Casa
14469,CVLI,Homicídio,09/11/2015,14:00,Maceió,Benedito Bentes,Masculino,Parda,18,PAF,Próximo de Casa
14720,CVLI,Homicídio,05/12/2015,10:52,Maceió,Benedito Bentes,Masculino,Parda,40,BRANCA,Via Pública
14705,CVLI,Homicídio,02/12/2015,19:45,Maceió,Benedito Bentes,Masculino,Parda,14,PAF,NI
14955,CVLI,Homicídio,25/12/2015,17:00,Maceió,Vergel do Lago,Masculino,Parda,20,BRANCA,Via Pública
14997,CVLI,Homicídio,30/12/2015,21:08,Maceió,Benedito Bentes,Masculino,Parda,17,PAF,Próximo de Casa
15753,CVLI,Homicídio,09/03/2016,23:30,Maceió,Benedito Bentes,Masculino,Parda,14,PAF,Dentro de Casa
15166,CVLI,Homicídio,16/01/2016,16:30,Maceió,Benedito Bentes,Masculino,Parda,18,PAF,Próximo de Casa
15494,CVLI,Homicídio,16/02/2016,23:00,Maceió,Vergel do Lago,Masculino,Branca,25,PAF,Imediações de Casa
14847,CVLI,Homicídio,17/12/2015,13:00,Maceió,Benedito Bentes,Masculino,Parda,16,PAF,Imediações de Casa
15144,CVLI,Roubo com Resultado Morte,10/01/2016,19:00,Maceió,Benedito Bentes,Masculino,Parda,31,ESPANCAMENTO,Dentro de Casa
15363,CVLI,Homicídio,04/02/2016,15:00,Maceió,Benedito Bentes,Masculino,Parda,23,PAF,Dentro de Casa
15605,CVLI,Homicídio,27/02/2016,00:40,Maceió,Vergel do Lago,Masculino,Parda,16,PAF,Imediações de Casa
15591,CVLI,Homicídio,25/02/2016,18:35,Maceió,Vergel do Lago,Masculino,Parda,26,PAF,Imediações de Casa
15847,CVLI,Homicídio,17/03/2016,21:00,Maceió,Vergel do Lago,Feminino,Parda,58,PAF,Próximo de Casa
16120,CVLI,Homicídio,16/04/2016,00:10,Maceió,Benedito Bentes,Masculino,Parda,35,PAF,Imediações de Casa
15865,CVLI,Homicídio,17/03/2016,21:00,Maceió,Vergel do Lago,Masculino,Parda,20,PAF,Próximo de Casa
16060,CVLI,Roubo com Resultado Morte,09/04/2016,14:10,Maceió,Vergel do Lago,Masculino,Branca,62,PAF,Via Pública
16073,CVLI,Homicídio,10/04/2016,11:20,Maceió,Vergel do Lago,Masculino,Parda,33,BRANCA,Dentro de Casa
16066,CVLI,Homicídio,10/04/2016,10:40,Maceió,Vergel do Lago,Masculino,Branca,28,PAF,Via Pública
16355,CVLI,Homicídio,09/05/2016,20:00,Maceió,Benedito Bentes,Masculino,Parda,25,PAF,Próximo de Casa
17084,CVLI,Homicídio,19/07/2016,23:20,Maceió,Benedito Bentes,Masculino,Parda,21,PAF,Imediações de Casa
16252,CVLI,Homicídio,28/04/2016,19:30,Maceió,Benedito Bentes,Masculino,Parda,15,LINCHAMENTO,Imediações de Casa
